Performance Code,AIdent,Start Day,End Day,Pay Rate,Bill Rate,Margin
Customer Cancelled but has hours to be paid/billed,186684,9/25/2017,9/26/2017,11,15.41,4.41
Assignment Terminated - Violation of Rules,186735,9/20/2017,9/21/2017,11,15.41,4.41
Complete,186790,9/25/2017,10/12/2017,11,15.41,4.41
Customer Cancelled but has hours to be paid/billed,186882,9/25/2017,9/25/2017,11,15.41,4.41
Complete,186887,10/3/2017,10/29/2017,11,15.41,4.41
Customer Cancelled but has hours to be paid/billed,186918,9/25/2017,9/25/2017,11,15.41,4.41
Hired Perm,187165,10/3/2017,2/2/2018,11,15.41,4.41
Employee Cancel,207509,10/9/2017,10/9/2017,11,15.41,4.41
Assignment Terminated - No Reason Given,207554,10/8/2017,12/24/2017,11,15.41,4.41
Complete,207689,10/28/2017,11/2/2017,11,15.41,4.41
Complete,207690,10/15/2017,11/2/2017,11,15.41,4.41
Complete,207696,10/15/2017,10/26/2017,11,15.41,4.41
A Quit - Stopped Showing / No Notice,207865,10/15/2017,11/9/2017,11,15.41,4.41
Complete,208108,10/28/2017,11/21/2017,11,15.41,4.41
Complete,208285,10/25/2017,11/2/2017,11,15.41,4.41
Complete,208587,11/7/2017,11/21/2017,11,15.41,4.41
Released - Not a good fit,208597,2/12/2018,2/13/2018,11,15.41,4.41
Assignment Terminated - No Reason Given,209095,11/8/2017,11/26/2017,11,15.41,4.41
Complete,209606,11/7/2017,12/15/2017,11,15.41,4.41
Complete,209672,11/7/2017,11/16/2017,11,15.41,4.41
Hired Perm,209679,11/9/2017,12/22/2017,11,15.41,4.41
No Show/No Call,209821,2/12/2018,2/13/2018,11,15.41,4.41
A Quit - Resigned with Notice,209915,11/9/2017,11/18/2017,11,15.41,4.41
Complete,210325,11/14/2017,11/21/2017,11,15.41,4.41
Open,223226,2/12/2018,,11,15.41,4.41
Very Good,223234,1/5/2018,1/12/2018,11,15.41,4.41
Complete,223252,1/5/2018,1/26/2018,11,15.41,4.41
A Quit - Resigned with Notice,223637,1/16/2018,2/2/2018,11,15.41,4.41
A Quit - Resigned with Notice,184289,8/25/2017,10/27/2017,11,15.4,4.4
A Quit - Resigned with Notice,184299,8/18/2017,8/22/2017,11,15.4,4.4
A Quit - Accepted Job with Client or Other Company,186008,9/12/2017,1/5/2018,11,15.4,4.4
A Quit - Resigned with Notice,210412,11/30/2017,2/8/2018,11,15.4,4.4
Assignment Terminated - Attendance,222127,12/17/2017,1/29/2018,11,15.4,4.4
Rate Change,222148,12/18/2017,1/3/2018,11,15.4,4.4
Assignment Terminated - No Call / No Show,224931,2/12/2018,2/12/2018,11,15.4,4.4
A Quit - Stopped Showing / No Notice,184730,9/15/2017,12/14/2017,11,15.29,4.29
Assignment Terminated - Attendance,185177,8/30/2017,9/22/2017,11,15.29,4.29
A Quit - Stopped Showing / No Notice,186475,9/29/2017,10/12/2017,11,15.29,4.29
A Quit - Stopped Showing / No Notice,186820,9/27/2017,11/2/2017,11,15.29,4.29
Open,187180,12/6/2017,,11,15.29,4.29
A Quit - Stopped Showing / No Notice,208847,1/22/2018,1/23/2018,11,15.29,4.29
Open,209442,12/11/2017,,11,15.29,4.29
A Quit - Resigned due to pay rate,222828,1/3/2018,1/5/2018,11,15.29,4.29
A Quit - Resigned with Notice,223072,1/4/2018,2/2/2018,11,15.29,4.29
Open,223461,1/10/2018,,11,15.29,4.29
Complete,224732,2/2/2018,2/5/2018,11,15.24,4.24
A Quit - Stopped Showing / No Notice,184249,8/15/2017,8/27/2017,11,15.18,4.18
Assignment Terminated - No Reason Given,185164,9/27/2017,9/29/2017,11,15.18,4.18
Assignment Terminated - Poor Production,186118,9/27/2017,9/28/2017,11,15.18,4.18
Assignment Terminated - Poor Production,186119,9/27/2017,9/27/2017,11,15.18,4.18
Released - Not a good fit,187041,9/28/2017,10/2/2017,11,15.18,4.18
Released - Not a good fit,187042,9/28/2017,10/2/2017,11,15.18,4.18
Complete,207688,10/13/2017,1/22/2018,11,15.18,4.18
Open,208896,11/8/2017,,11,15.18,4.18
Deleted/Mistakenly entered,209467,11/8/2017,11/8/2017,11,15.18,4.18
Released - Not a good fit,209519,11/8/2017,11/14/2017,11,15.18,4.18
A Quit - Stopped Showing / No Notice,209937,11/15/2017,1/21/2018,11,15.18,4.18
Open,209962,11/16/2017,,11,15.18,4.18
Open,210097,11/13/2017,,11,15.18,4.18
Open,210283,11/15/2017,,11,15.18,4.18
A Quit - Accepted Job with Client or Other Company,210389,11/15/2017,2/12/2018,11,15.18,4.18
A Quit - Resigned with Notice,210425,11/15/2017,11/16/2017,11,15.18,4.18
Assignment Terminated - No Call / No Show,210435,11/15/2017,1/3/2018,11,15.18,4.18
Deleted/Mistakenly entered,220848,12/7/2017,12/8/2017,11,15.18,4.18
A Quit - Resigned with Notice,220992,12/4/2017,12/8/2017,11,15.18,4.18
Assignment Terminated - No Call / No Show,221631,12/4/2017,1/12/2018,11,15.18,4.18
A Quit - Resigned with Notice,221952,12/11/2017,2/1/2018,11,15.18,4.18
Open,223633,1/26/2018,,11,15.18,4.18
Complete,184633,8/10/2017,8/11/2017,11,15.07,4.07
Complete,184635,8/10/2017,8/11/2017,11,15.07,4.07
Complete,184671,8/11/2017,8/16/2017,11,15.07,4.07
Assignment Terminated - Laid Off,184671,9/5/2017,10/1/2017,11,15.07,4.07
Complete,184673,8/11/2017,8/11/2017,11,15.07,4.07
Assignment Terminated - Attendance,184823,8/16/2017,8/25/2017,11,14.96,3.96
Rate Change,185126,9/11/2017,9/24/2017,11,14.96,3.96
Assignment Terminated - Attendance,185188,9/5/2017,9/6/2017,11,14.96,3.96
Assignment Terminated - Attendance,185508,9/5/2017,9/7/2017,11,14.96,3.96
Assignment Terminated - No Call / No Show,185615,9/5/2017,9/15/2017,11,14.96,3.96
Employee Cancel,185694,8/31/2017,10/27/2017,11,14.96,3.96
Assignment Terminated - Poor Production,185860,9/5/2017,2/1/2018,11,14.96,3.96
Hired Perm,186624,10/23/2017,1/2/2018,11,14.96,3.96
Assignment Terminated - Laid Off,207314,10/9/2017,1/6/2018,11,14.96,3.96
Deleted/Mistakenly entered,207314,10/9/2017,10/9/2017,11,14.96,3.96
Complete,207543,10/31/2017,11/1/2017,11,14.96,3.96
Complete,208265,10/31/2017,11/1/2017,11,14.96,3.96
Complete,208920,10/31/2017,11/1/2017,11,14.96,3.96
Complete,208922,10/31/2017,11/1/2017,11,14.96,3.96
Open,222972,2/12/2018,,11,14.96,3.96
Open,224540,2/15/2018,,11,14.96,3.96
A Quit - Stopped Showing / No Notice,184139,9/5/2017,10/5/2017,11,14.85,3.85
Open,184278,1/24/2018,,11,14.85,3.85
Open,184344,1/22/2018,,11,14.85,3.85
Assignment Terminated - Attendance,184369,11/13/2017,11/24/2017,11,14.85,3.85
Assignment Terminated - Violation of Rules,184376,10/24/2017,10/31/2017,11,14.85,3.85
Open,184731,1/18/2018,,11,14.85,3.85
A Quit - Stopped Showing / No Notice,184737,9/27/2017,9/28/2017,11,14.85,3.85
Rate Change,184740,8/24/2017,10/15/2017,11,14.85,3.85
Assignment Terminated - No Call / No Show,184774,9/12/2017,9/25/2017,11,14.85,3.85
A Quit - Resigned with Notice,185126,10/26/2017,11/8/2017,11,14.85,3.85
Assignment Terminated - Attendance,185126,11/27/2017,12/8/2017,11,14.85,3.85
A Quit - Resigned with Notice,185134,8/22/2017,9/24/2017,11,14.85,3.85
Rate Change,185308,8/23/2017,11/12/2017,11,14.85,3.85
Open,185366,10/20/2017,,11,14.85,3.85
Open,185367,10/20/2017,,11,14.85,3.85
A Quit - Stopped Showing / No Notice,185373,9/5/2017,10/1/2017,11,14.85,3.85
Assignment Terminated - Attendance,185491,11/27/2017,12/1/2017,11,14.85,3.85
Assignment Terminated - Attendance,185578,11/3/2017,11/3/2017,11,14.85,3.85
A Quit - Stopped Showing / No Notice,185580,1/2/2018,1/4/2018,11,14.85,3.85
Assignment Terminated - Attendance,185718,9/5/2017,10/2/2017,11,14.85,3.85
A Quit - Stopped Showing / No Notice,185719,9/5/2017,10/1/2017,11,14.85,3.85
A Quit - Stopped Showing / No Notice,185724,9/27/2017,10/9/2017,11,14.85,3.85
A Quit - Stopped Showing / No Notice,185725,9/5/2017,9/26/2017,11,14.85,3.85
Assignment Terminated - Attendance,185730,9/27/2017,10/23/2017,11,14.85,3.85
A Quit - Stopped Showing / No Notice,185758,9/5/2017,9/27/2017,11,14.85,3.85
Assignment Terminated - Attendance,185765,10/24/2014,10/31/2017,11,14.85,3.85
Assignment Terminated - Attendance,185863,9/5/2017,10/1/2017,11,14.85,3.85
Assignment Terminated - Attendance,185922,11/28/2017,12/21/2017,11,14.85,3.85
A Quit - Resigned with Notice,185933,10/23/2017,12/15/2017,11,14.85,3.85
Assignment Terminated - Laid Off,185939,9/6/2017,11/30/2017,11,14.85,3.85
Assignment Terminated - Attendance,186040,12/1/2017,12/2/2017,11,14.85,3.85
Assignment Terminated - Attendance,186041,11/30/2017,12/7/2017,11,14.85,3.85
Assignment Terminated - Laid Off,186100,11/13/2017,1/1/2018,11,14.85,3.85
Assignment Terminated - Attendance,186105,12/1/2017,12/5/2017,11,14.85,3.85
Assignment Terminated - Poor Production,186153,10/23/2017,11/16/2017,11,14.85,3.85
Assignment Terminated - No Reason Given,186169,9/19/2017,11/26/2017,11,14.85,3.85
A Quit - Resigned with Notice,186222,10/30/2017,11/3/2017,11,14.85,3.85
A Quit - Resigned with Notice,186227,11/1/2017,12/29/2017,11,14.85,3.85
A Quit - Stopped Showing / No Notice,186257,9/19/2017,10/1/2017,11,14.85,3.85
Rate Change,186257,11/20/2017,12/3/2017,11,14.85,3.85
Open,186257,12/4/2017,,11,14.85,3.85
Assignment Terminated - Attendance,186265,11/6/2017,11/14/2017,11,14.85,3.85
Open,186352,12/7/2017,,11,14.85,3.85
Open,186353,12/7/2017,,11,14.85,3.85
A Quit - Resigned with Notice,186396,10/4/2017,10/12/2017,11,14.85,3.85
Hired Perm,186399,11/13/2017,1/19/2018,11,14.85,3.85
Assignment Terminated - No Call / No Show,186417,10/30/2017,11/1/2017,11,14.85,3.85
Assignment Terminated - No Reason Given,186512,11/13/2017,12/8/2017,11,14.85,3.85
Deleted/Mistakenly entered,186512,11/13/2017,11/13/2017,11,14.85,3.85
Rate Change,186651,9/21/2017,10/15/2017,11,14.85,3.85
Open,186703,2/13/2018,,11,14.85,3.85
A Quit - Resigned with Notice,186741,9/25/2017,10/24/2017,11,14.85,3.85
Assignment Terminated - Walk Off Job,186761,10/18/2017,11/6/2017,11,14.85,3.85
Assignment Terminated - Violation of Rules,186776,9/25/2017,9/26/2017,11,14.85,3.85
Assignment Terminated - No Reason Given,186777,1/16/2018,2/5/2018,11,14.85,3.85
A Quit - Resigned with Notice,186907,10/30/2017,10/31/2017,11,14.85,3.85
Assignment Terminated - Attendance,186935,10/20/2017,11/10/2017,11,14.85,3.85
A Quit - Resigned with Notice,186946,10/3/2017,10/12/2017,11,14.85,3.85
Assignment Terminated - No Call / No Show,186952,9/27/2017,9/28/2017,11,14.85,3.85
A Quit - Stopped Showing / No Notice,186961,9/27/2017,10/6/2017,11,14.85,3.85
A Quit - Stopped Showing / No Notice,186962,9/27/2017,10/6/2017,11,14.85,3.85
A Quit - Stopped Showing / No Notice,186997,10/4/2017,10/12/2017,11,14.85,3.85
Complete,187110,10/5/2017,10/6/2017,11,14.85,3.85
Assignment Terminated - Attendance,187171,11/27/2017,12/16/2017,11,14.85,3.85
Assignment Terminated - Attendance,187172,11/27/2017,11/30/2017,11,14.85,3.85
A Quit - Resigned with Notice,207250,11/13/2017,11/13/2017,11,14.85,3.85
Rate Change,207251,10/8/2017,12/3/2017,11,14.85,3.85
Rate Change,207265,10/3/2017,10/15/2017,11,14.85,3.85
Rate Change,207366,10/10/2017,10/15/2017,11,14.85,3.85
Open,207391,11/2/2017,,11,14.85,3.85
Assignment Terminated - No Reason Given,207449,1/16/2018,1/28/2018,11,14.85,3.85
Assignment Terminated - Attendance,207848,11/7/2017,11/25/2017,11,14.85,3.85
Assignment Terminated - Poor Production,207886,11/1/2017,11/1/2017,11,14.85,3.85
Assignment Terminated - Attendance,207906,11/7/2017,11/15/2017,11,14.85,3.85
Assignment Terminated - Attendance,207969,10/18/2017,1/2/2018,11,14.85,3.85
Assignment Terminated - Attendance,207970,10/18/2017,12/18/2017,11,14.85,3.85
Assignment Terminated - Attendance,208189,11/2/2017,11/7/2017,11,14.85,3.85
Assignment Terminated - Attendance,208235,10/20/2017,12/9/2017,11,14.85,3.85
Open,208245,10/20/2017,,11,14.85,3.85
A Quit - Stopped Showing / No Notice,208254,10/20/2017,11/10/2017,11,14.85,3.85
Assignment Terminated - Violation of Rules,208404,10/24/2017,10/31/2017,11,14.85,3.85
Assignment Terminated - Attendance,208559,11/27/2017,12/9/2017,11,14.85,3.85
Assignment Terminated - Attendance,208607,11/22/2017,12/11/2017,11,14.85,3.85
Assignment Terminated - Attendance,208786,10/30/2017,11/2/2017,11,14.85,3.85
Assignment Terminated - No Reason Given,209015,11/1/2017,12/7/2017,11,14.85,3.85
A Quit - Resigned with Notice,209066,11/1/2017,11/2/2017,11,14.85,3.85
Assignment Terminated - Attendance,209140,11/2/2017,11/20/2017,11,14.85,3.85
Assignment Terminated - Violation of Rules,209200,11/2/2017,11/9/2017,11,14.85,3.85
A Quit - Resigned with Notice,209207,11/14/2017,11/28/2017,11,14.85,3.85
A Quit - Resigned with Notice,209208,11/14/2017,11/28/2017,11,14.85,3.85
A Quit - Resigned with Notice,209287,11/7/2017,11/17/2017,11,14.85,3.85
A Quit - Stopped Showing / No Notice,209353,11/21/2017,11/21/2017,11,14.85,3.85
Assignment Terminated - Poor Production,209450,11/7/2017,11/9/2017,11,14.85,3.85
Assignment Terminated - Attendance,209615,11/8/2017,11/22/2017,11,14.85,3.85
A Quit - Resigned with Notice,209622,11/13/2017,11/30/2017,11,14.85,3.85
Complete,209663,12/18/2017,1/19/2018,11,14.85,3.85
A Quit - Stopped Showing / No Notice,209690,11/21/2017,12/31/2017,11,14.85,3.85
A Quit - Stopped Showing / No Notice,209699,11/13/2017,12/1/2017,11,14.85,3.85
Assignment Terminated - Attendance,209702,11/14/2017,11/29/2017,11,14.85,3.85
A Quit - Stopped Showing / No Notice,209772,11/22/2017,12/1/2017,11,14.85,3.85
Assignment Terminated - Poor Production,209869,11/28/2017,11/29/2017,11,14.85,3.85
A Quit - Resigned with Notice,209910,11/13/2017,11/30/2017,11,14.85,3.85
Assignment Terminated - Poor Production,209993,11/13/2017,11/29/2017,11,14.85,3.85
A Quit - Stopped Showing / No Notice,210211,11/22/2017,11/29/2017,11,14.85,3.85
A Quit - Resigned with Notice,210221,11/14/2017,12/5/2017,11,14.85,3.85
Assignment Terminated - Attendance,210282,11/15/2017,12/19/2017,11,14.85,3.85
Complete,210282,1/2/2018,1/22/2018,11,14.85,3.85
Assignment Terminated - Laid Off,210336,11/20/2017,12/19/2017,11,14.85,3.85
Assignment Terminated - No Reason Given,210375,11/16/2017,12/8/2017,11,14.85,3.85
Assignment Terminated - No Reason Given,210377,11/16/2017,12/8/2017,11,14.85,3.85
Assignment Terminated - No Reason Given,210378,11/16/2017,12/8/2017,11,14.85,3.85
A Quit - Stopped Showing / No Notice,210467,11/20/2017,11/26/2017,11,14.85,3.85
Assignment Terminated - Attendance,210478,11/20/2017,11/20/2017,11,14.85,3.85
Assignment Terminated - Attendance,210600,11/20/2017,12/7/2017,11,14.85,3.85
Assignment Terminated - Attendance,210614,11/28/2017,12/8/2017,11,14.85,3.85
Assignment Terminated - No Reason Given,220678,11/21/2017,12/1/2017,11,14.85,3.85
Assignment Terminated - Attendance,220693,11/27/2017,11/30/2017,11,14.85,3.85
Assignment Terminated - Attendance,220706,11/21/2017,11/24/2017,11,14.85,3.85
A Quit - Resigned with Notice,220735,12/7/2017,1/11/2018,11,14.85,3.85
A Quit - Stopped Showing / No Notice,220739,11/21/2017,11/22/2017,11,14.85,3.85
Assignment Terminated - Laid Off,220772,11/30/2017,12/7/2017,11,14.85,3.85
Assignment Terminated - Attendance,220792,11/22/2017,11/29/2017,11,14.85,3.85
Complete,220841,11/27/2017,1/8/2018,11,14.85,3.85
A Quit - Stopped Showing / No Notice,220842,11/27/2017,11/27/2017,11,14.85,3.85
A Quit - Stopped Showing / No Notice,220857,11/27/2017,11/27/2017,11,14.85,3.85
Complete,220866,11/27/2017,12/7/2017,11,14.85,3.85
Assignment Terminated - Violation of Rules,220881,11/28/2017,12/1/2017,11,14.85,3.85
Open,220908,11/28/2017,,11,14.85,3.85
A Quit - Resigned with Notice,220919,11/28/2017,12/1/2017,11,14.85,3.85
Assignment Terminated - Attendance,220921,11/27/2017,11/29/2017,11,14.85,3.85
Deleted/Mistakenly entered,220985,11/22/2017,11/22/2017,11,14.85,3.85
A Quit - Stopped Showing / No Notice,220985,11/22/2017,1/4/2018,11,14.85,3.85
Assignment Terminated - Attendance,220991,11/27/2017,12/8/2017,11,14.85,3.85
A Quit - Resigned with Notice,220995,12/7/2017,1/4/2018,11,14.85,3.85
Assignment Terminated - Attendance,221196,11/30/2017,12/4/2017,11,14.85,3.85
Assignment Terminated - Attendance,221199,11/29/2017,12/7/2017,11,14.85,3.85
A Quit - Stopped Showing / No Notice,221207,11/29/2017,12/6/2017,11,14.85,3.85
Assignment Terminated - Attendance,221493,12/4/2017,12/5/2017,11,14.85,3.85
Deleted/Mistakenly entered,221628,12/12/2017,12/12/2017,11,14.85,3.85
Deleted/Mistakenly entered,221628,12/3/2017,12/12/2017,11,14.85,3.85
Deleted/Mistakenly entered,221628,12/5/2017,12/5/2017,11,14.85,3.85
Complete,221628,12/11/2017,1/26/2018,11,14.85,3.85
A Quit - Resigned with Notice,221725,12/7/2017,12/20/2017,11,14.85,3.85
Assignment Terminated - Walk Off Job,221842,12/7/2017,12/7/2017,11,14.85,3.85
Open,221938,12/11/2017,,11,14.85,3.85
Open,222021,2/12/2018,,11,14.85,3.85
A Quit - Stopped Showing / No Notice,222081,12/11/2017,1/11/2018,11,14.85,3.85
Assignment Terminated - No Reason Given,222173,12/13/2017,12/31/2017,11,14.85,3.85
Open,222273,2/14/2018,,11,14.85,3.85
Complete,222342,12/18/2017,12/18/2017,11,14.85,3.85
A Quit - Stopped Showing / No Notice,222626,12/22/2017,12/31/2017,11,14.85,3.85
Assignment Terminated - Poor Production,222777,12/28/2017,1/9/2018,11,14.85,3.85
Open,222873,1/18/2018,,11,14.85,3.85
Open,223138,1/3/2018,,11,14.85,3.85
A Quit - Stopped Showing / No Notice,223255,1/11/2018,2/11/2018,11,14.85,3.85
Open,223342,1/22/2018,,11,14.85,3.85
Assignment Terminated - No Reason Given,223421,1/11/2018,1/21/2018,11,14.85,3.85
Open,223667,1/17/2018,,11,14.85,3.85
A Quit - Stopped Showing / No Notice,223767,1/17/2018,1/25/2018,11,14.85,3.85
Complete,223881,1/18/2018,1/31/2018,11,14.85,3.85
A Quit - Stopped Showing / No Notice,223963,1/18/2018,1/24/2018,11,14.85,3.85
A Quit - Stopped Showing / No Notice,223964,1/18/2018,1/24/2018,11,14.85,3.85
Open,223964,2/5/2018,,11,14.85,3.85
A Quit - Stopped Showing / No Notice,223965,1/19/2018,1/24/2018,11,14.85,3.85
Open,223965,2/5/2018,,11,14.85,3.85
A Quit - Stopped Showing / No Notice,223985,1/17/2018,1/24/2018,11,14.85,3.85
Open,224131,1/22/2018,,11,14.85,3.85
Open,224991,2/12/2018,,11,14.85,3.85
Open,225190,2/13/2018,,11,14.85,3.85
Open,225244,2/15/2018,,11,14.85,3.85
Open,225295,2/16/2018,,11,14.85,3.85
Open,225297,2/16/2018,,11,14.85,3.85
Open,185271,1/1/2018,,11,14.74,3.74
Open,208048,1/1/2018,,11,14.74,3.74
Complete,208068,11/15/2017,11/15/2017,11,14.74,3.74
Complete,208270,1/19/2018,2/2/2018,11,14.74,3.74
A Quit - Stopped Showing / No Notice,209426,11/10/2017,11/15/2017,11,14.74,3.74
Open,210414,11/16/2017,,11,14.74,3.74
Complete,221125,11/29/2017,12/13/2017,11,14.74,3.74
Complete,222220,12/15/2017,12/17/2017,11,14.74,3.74
Complete,222222,12/15/2017,12/17/2017,11,14.74,3.74
Open,223902,2/14/2018,,11,14.74,3.74
Open,224600,2/5/2018,,11,14.74,3.74
Open,225157,2/14/2018,,11,14.74,3.74
Assignment Terminated - Poor Production,184198,8/3/2017,10/31/2017,11,14.63,3.63
Released - Not a good fit,184199,8/3/2017,8/15/2017,11,14.63,3.63
No Show/No Call,184233,8/3/2017,8/7/2017,11,14.63,3.63
Complete,184302,12/18/2017,12/22/2017,11,14.63,3.63
Assignment Terminated - No Call / No Show,184366,8/4/2017,8/7/2017,11,14.63,3.63
Hired Perm,184415,8/9/2017,12/1/2017,11,14.63,3.63
Hired Perm,184449,8/8/2017,12/4/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,184535,8/16/2017,8/21/2017,11,14.63,3.63
Hired Perm,184631,8/10/2017,11/26/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,184716,8/14/2017,1/13/2018,11,14.63,3.63
Unable to Complete Assignment,184835,8/15/2017,8/16/2017,11,14.63,3.63
Rate Change,184860,8/16/2017,11/4/2017,11,14.63,3.63
Complete,184895,8/16/2017,8/23/2017,11,14.63,3.63
A Quit - Resigned with Notice,184911,8/16/2017,8/18/2017,11,14.63,3.63
A Quit - Resigned with Notice,184912,8/16/2017,8/18/2017,11,14.63,3.63
A Quit - Resigned with Notice,184913,8/16/2017,8/18/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,184929,8/17/2017,8/17/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,184950,8/17/2017,9/19/2017,11,14.63,3.63
A Quit - Resigned with Notice,184952,8/17/2017,9/5/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,184957,8/22/2017,8/30/2017,11,14.63,3.63
Employee Cancel,184972,9/13/2017,9/14/2017,11,14.63,3.63
Released - Not a good fit,185011,9/1/2017,9/1/2017,11,14.63,3.63
Hired Perm,185018,8/18/2017,11/26/2017,11,14.63,3.63
A Quit - Resigned with Notice,185036,8/17/2017,8/17/2017,11,14.63,3.63
Assignment Terminated - Poor Production,185037,8/17/2017,8/29/2017,11,14.63,3.63
Assignment Terminated - Poor Production,185038,8/17/2017,8/29/2017,11,14.63,3.63
A Quit - Resigned with Notice,185040,8/21/2017,9/21/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,185054,8/16/2017,8/28/2017,11,14.63,3.63
Assignment Terminated - Poor Production,185095,8/21/2017,8/29/2017,11,14.63,3.63
A Quit - Resigned with Notice,185122,8/21/2017,8/28/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,185127,8/23/2017,8/29/2017,11,14.63,3.63
Assignment Terminated - Violation of Rules,185205,8/22/2017,8/25/2017,11,14.63,3.63
Complete,185324,9/7/2017,10/10/2017,11,14.63,3.63
Rate Change,185395,8/30/2017,11/4/2017,11,14.63,3.63
Hired Perm,185407,8/28/2017,12/3/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,185428,8/25/2017,8/31/2017,11,14.63,3.63
Released - Not a good fit,185437,8/24/2017,8/28/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,185496,12/30/2017,12/30/2017,11,14.63,3.63
Assignment Terminated - Violation of Rules,185667,9/6/2017,10/5/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,185756,9/8/2017,9/18/2017,11,14.63,3.63
Rate Change,185756,11/1/2017,11/4/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,185759,9/7/2017,9/7/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,185787,9/6/2017,9/14/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,185788,9/6/2017,9/8/2017,11,14.63,3.63
Open,185830,10/16/2017,,11,14.63,3.63
Released: no fit with customer,185870,12/13/2017,12/26/2017,11,14.63,3.63
Deleted/Mistakenly entered,185870,12/13/2017,12/13/2017,11,14.63,3.63
Assignment Terminated - Attendance,185924,9/6/2017,11/17/2017,11,14.63,3.63
Pending Authorization to be released,185945,9/7/2017,9/19/2017,11,14.63,3.63
Rate Change,185960,9/7/2017,11/4/2017,11,14.63,3.63
Rate Change,185962,9/7/2017,11/4/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,185967,9/7/2017,9/7/2017,11,14.63,3.63
Open,186005,9/20/2017,,11,14.63,3.63
Deleted/Mistakenly entered,186005,9/20/2017,9/26/2017,11,14.63,3.63
Complete,186007,9/20/2017,1/22/2018,11,14.63,3.63
A Quit - Stopped Showing / No Notice,186026,9/13/2017,9/15/2017,11,14.63,3.63
A Quit - Resigned with Notice,186055,9/9/2017,9/30/2017,11,14.63,3.63
A Quit - Resigned with Notice,186059,9/13/2017,10/19/2017,11,14.63,3.63
A Quit - Resigned with Notice,186075,9/9/2017,9/13/2017,11,14.63,3.63
Assignment Terminated - No Call / No Show,186080,9/15/2017,9/17/2017,11,14.63,3.63
Assignment Terminated - No Call / No Show,186083,9/12/2017,9/15/2017,11,14.63,3.63
Assignment Terminated - Walk Off Job,186087,9/11/2017,1/5/2018,11,14.63,3.63
Assignment Terminated - No Call / No Show,186089,9/12/2017,9/15/2017,11,14.63,3.63
Deleted/Mistakenly entered,186089,9/12/2017,9/12/2017,11,14.63,3.63
Rate Change,186143,9/13/2017,11/4/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,186226,9/15/2017,9/29/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,186235,10/4/2017,10/4/2017,11,14.63,3.63
Deleted/Mistakenly entered,186262,11/4/2017,11/4/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,186262,11/4/2017,12/24/2017,11,14.63,3.63
Hired Perm,186315,9/11/2017,12/29/2017,11,14.63,3.63
Rate Change,186328,9/21/2017,11/4/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,186328,12/17/2017,1/15/2018,11,14.63,3.63
Employee Cancel,186358,9/20/2017,9/20/2017,11,14.63,3.63
Assignment Terminated - Attendance,186366,9/15/2017,11/8/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,186388,9/16/2017,9/23/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,186402,9/21/2017,9/25/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,186403,9/21/2017,9/25/2017,11,14.63,3.63
Hired Perm,186413,9/11/2017,12/31/2017,11,14.63,3.63
Rate Change,186446,10/2/2017,11/4/2017,11,14.63,3.63
Assignment Terminated - Attendance,186446,12/17/2017,1/15/2018,11,14.63,3.63
Assignment Terminated - Poor Production,186482,9/18/2017,10/31/2017,11,14.63,3.63
A Quit - Resigned with Notice,186488,10/24/2017,11/7/2017,11,14.63,3.63
Rate Change,186545,9/21/2017,11/4/2017,11,14.63,3.63
Open,186545,12/17/2017,,11,14.63,3.63
Rate Change,186581,9/23/2017,11/4/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,186581,12/17/2017,12/21/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,186664,9/23/2017,10/9/2017,11,14.63,3.63
Deleted/Mistakenly entered,186676,10/6/2017,10/6/2017,11,14.63,3.63
Assignment Terminated - Attendance,186680,9/6/2017,9/21/2017,11,14.63,3.63
Assignment Terminated - Attendance,186700,9/22/2017,11/9/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,186717,12/3/2017,12/22/2017,11,14.63,3.63
Rate Change,186764,9/27/2017,11/4/2017,11,14.63,3.63
Open,186764,12/17/2017,,11,14.63,3.63
Open,186779,9/25/2017,,11,14.63,3.63
Rate Change,186888,9/27/2017,11/4/2017,11,14.63,3.63
