Item_ID,AIdent,Activation,Completion,Pay_Rate,Bill_Rate,Margin,Hours_Worked,Branch,City,How_Heard,Profit
678350,186921,2/19/2018,,10,13.2,3.2,39.75,07-Columbus East,Columbus,Walk-In,127.2
667709,207893,10/16/2017,10/19/2017,14,18.48,4.48,28.39,11-Florence,cincinnati,Friend/Relative Referral,127.1872
672769,220772,11/30/2017,12/7/2017,11,14.85,3.85,33,11-Florence,cincinnati,Friend/Relative Referral,127.05
668478,207849,10/16/2017,10/21/2017,13,17.16,4.16,30.53,11-Florence,florence,Walk-In,127.0048
673604,209453,12/11/2017,12/13/2017,13,17.23,4.23,30,09-Lancaster,columbus,Craigslist,126.9
675916,208672,1/9/2018,1/15/2018,9,11.88,2.88,44,03-Independence,Cleveland,Indeed,126.72
667700,207811,10/16/2017,10/21/2017,14,18.48,4.48,28.26,11-Florence,cincinnati,Friend/Relative Referral,126.6048
675326,221300,12/28/2017,12/28/2017,10,13.2,3.2,39.53,12-Chicago,Joliet ,,126.496
669012,208058,10/20/2017,11/5/2017,8.5,10.88,2.38,53.13,06-Akron,akron ,Indeed,126.4494
676101,223121,1/8/2018,1/15/2018,12.12,16,3.88,32.5,07-Columbus East,columbus,Friend/Relative Referral,126.1
677526,208181,1/28/2018,1/28/2018,11.75,15.57,3.82,33,11-Florence,cincinnati ,Walk-In,126.06
677521,223568,1/28/2018,1/28/2018,11.75,15.57,3.82,33,11-Florence,burlington,Friend/Relative Referral,126.06
674276,184550,12/19/2017,12/30/2017,10,12.8,2.8,45,12-Chicago,Chicago ,,126
677332,224131,1/22/2018,,11,14.85,3.85,32.69,12-Chicago,aurora,Craigslist,125.8565
669417,208285,10/25/2017,11/2/2017,11,15.41,4.41,28.5,14-Louisville,shepherdsville,Other web site,125.685
666004,185156,9/18/2017,10/3/2017,8.25,11.04,2.79,45,12-Chicago,Sauk Village ,Friend/Relative Referral,125.55
667264,207474,9/25/2017,10/13/2017,8.25,11.04,2.79,45,12-Chicago,Chicago,,125.55
670174,209795,11/1/2017,11/16/2017,8.25,11.04,2.79,45,12-Chicago,Chicago Heights,,125.55
669997,209390,11/8/2017,11/14/2017,11,14.08,3.08,40.75,06-Akron,Copley,Indeed,125.51
673202,220992,12/4/2017,12/8/2017,11,15.18,4.18,30,09-Lancaster,McArthur ,Friend/Relative Referral,125.4
673950,222248,12/5/2017,1/4/2018,8.75,11.7,2.95,42.5,12-Chicago,Steger,,125.375
674846,209973,12/17/2017,12/29/2017,12,15.72,3.72,33.69,11-Florence,Kettering,Friend/Relative Referral,125.3268
668019,184728,10/15/2017,10/21/2017,13,17.16,4.16,30.12,11-Florence,Cincinnati,,125.2992
672290,208647,11/20/2017,11/25/2017,10,13,3,41.75,05-Elyria,Lorain,Friend/Relative Referral,125.25
668059,208009,10/18/2017,10/21/2017,13,17.16,4.16,30.08,11-Florence,Covington ,Friend/Relative Referral,125.1328
678288,224949,2/15/2018,,11.49,15.4,3.91,32,05-Elyria,amherst,Friend/Relative Referral,125.12
671255,209792,11/7/2017,11/24/2017,8.25,11.04,2.79,44.75,12-Chicago,Country Club Hills ,,124.8525
664757,184380,8/30/2017,9/3/2017,9.75,12.87,3.12,40,06-Akron,norton,,124.8
664949,185435,8/28/2017,8/28/2017,9.75,12.87,3.12,40,06-Akron,AKRON,,124.8
670963,209884,11/14/2017,11/14/2017,11,14.19,3.19,39.1,12-Chicago,Bolingbrook,Indeed,124.729
674631,208554,12/17/2017,12/21/2017,11,14.52,3.52,35.43,14-Louisville,Radcliff,Indeed,124.7136
670941,209358,11/6/2017,11/11/2017,12.25,16.17,3.92,31.75,08-Columbus West,Columbus ,Friend/Relative Referral,124.46
663103,184202,8/4/2017,8/22/2017,9.25,11.84,2.59,48,06-Akron,Akron ,,124.32
666433,187069,9/29/2017,10/11/2017,9.25,11.84,2.59,48,06-Akron,AKRON,Craigslist,124.32
668302,207695,10/12/2017,10/23/2017,9.25,11.84,2.59,48,06-Akron,Tallmadge,Friend/Relative Referral,124.32
669156,209106,10/24/2017,10/30/2017,10.5,13.55,3.05,40.75,07-Columbus East,COLUMBUS,,124.2875
667666,207815,10/16/2017,10/21/2017,14,18.48,4.48,27.74,11-Florence,Burlington,,124.2752
671434,210194,11/15/2017,11/22/2017,14,18.48,4.48,27.73,14-Louisville,huntingburg,Indeed,124.2304
669353,209036,11/1/2017,11/4/2017,15,19.8,4.8,25.87,11-Florence,Melbourne,Newspaper Ad,124.176
664524,185210,8/23/2017,8/31/2017,14,18.62,4.62,26.87,07-Columbus East,COLUMBUS,Friend/Relative Referral,124.1394
669350,209035,11/1/2017,11/4/2017,15,19.8,4.8,25.83,11-Florence,Fort Thomas,Walk-In,123.984
669076,209060,10/31/2017,11/16/2017,10,12.8,2.8,44.18,12-Chicago,Chicago,,123.704
673693,210235,12/18/2017,12/21/2017,11.25,14.4,3.15,39.25,06-Akron,Akron,Walk-In,123.6375
671168,210390,10/31/2017,12/4/2017,12,15.48,3.48,35.5,07-Columbus East,COLUMBUS,,123.54
670829,210010,11/10/2017,12/3/2017,10,12.8,2.8,44.02,12-Chicago,Chicago,,123.256
664944,185290,8/28/2017,8/28/2017,9.75,12.87,3.12,39.5,06-Akron,Akron,Indeed,123.24
671832,220811,11/14/2017,11/29/2017,8.75,11.7,2.95,41.75,12-Chicago,Harvey,,123.1625
672600,210387,11/21/2017,12/16/2017,14.5,19.14,4.64,26.53,14-Louisville,Louisville,Friend/Relative Referral,123.0992
674038,221716,12/13/2017,12/16/2017,14.5,19.14,4.64,26.53,14-Louisville,Louisville,Other web site,123.0992
678405,224745,2/11/2018,,9,11.52,2.52,48.75,06-Akron,akron,Friend/Relative Referral,122.85
672214,220919,11/28/2017,12/1/2017,11,14.85,3.85,31.83,12-Chicago,Chicago,Friend/Relative Referral,122.5455
673813,221746,12/7/2017,12/21/2017,8.75,11.7,2.95,41.5,12-Chicago,Chicago Heights,,122.425
677373,222831,1/27/2018,1/28/2018,10,17.2,7.2,17,03-Independence,warrensville heights,Indeed,122.4
675527,222588,12/29/2017,1/9/2018,9,12.06,3.06,40,09-Lancaster,lancaster ,Friend/Relative Referral,122.4
672257,208843,11/28/2017,12/8/2017,11,14.52,3.52,34.75,07-Columbus East,columbus,Friend/Relative Referral,122.32
674539,209247,12/17/2017,12/31/2017,11,14.63,3.63,33.69,14-Louisville,Louisville ,Indeed,122.2947
664097,184788,8/14/2017,8/25/2017,11.75,15.57,3.82,32,11-Florence,florence,Friend/Relative Referral,122.24
668075,186416,10/20/2017,10/21/2017,13,17.16,4.16,29.38,11-Florence,Cincinnati,Other web site,122.2208
665498,186047,9/12/2017,9/22/2017,10.5,13.97,3.47,35.22,14-Louisville,elizabethtown,Friend/Relative Referral,122.2134
677707,224220,2/5/2018,,10,13.25,3.25,37.6,12-Chicago,Chicago,,122.2
666670,207222,10/3/2017,11/4/2017,10.5,13.97,3.47,35.2,14-Louisville,elizabethtown,Friend/Relative Referral,122.144
677361,222204,1/27/2018,1/28/2018,10,17.2,7.2,16.95,03-Independence,CLEVELAND,,122.04
664740,185335,8/21/2017,9/5/2017,10,13.25,3.25,37.5,12-Chicago,Joliet,,121.875
678174,222012,2/5/2018,,10,13.25,3.25,37.5,12-Chicago,Plainfield,Walk-In,121.875
665911,186425,9/19/2017,10/2/2017,11,14.58,3.58,34,11-Florence,elsmere ,Other web site,121.72
674650,210199,12/17/2017,1/4/2018,11,14.63,3.63,33.5,14-Louisville,Louisville,Friend/Relative Referral,121.605
675412,222426,1/2/2018,1/8/2018,9.5,12.54,3.04,40,03-Independence,garfield heights,Indeed,121.6
678011,224943,2/12/2018,,9.5,12.54,3.04,40,08-Columbus West,Columbus,Friend/Relative Referral,121.6
675898,210551,1/5/2018,1/10/2018,9.77,13.48,3.71,32.75,03-Independence,WARRENSVILLE HEIGHTS,Indeed,121.5025
668064,207912,10/18/2017,10/21/2017,13,17.16,4.16,29.18,11-Florence,cincinnati,Friend/Relative Referral,121.3888
674040,221723,12/13/2017,12/16/2017,14.5,19.14,4.64,26.16,14-Louisville,Louisville,Friend/Relative Referral,121.3824
670669,208181,11/5/2017,11/10/2017,16,20.96,4.96,24.47,11-Florence,cincinnati ,Walk-In,121.3712
666125,186725,9/25/2017,10/2/2017,8.15,10.76,2.61,46.5,03-Independence,Cleveland ,Indeed,121.365
677999,220920,2/5/2018,,8.25,11.04,2.79,43.5,12-Chicago,Chicago,Craigslist,121.365
670323,208901,11/8/2017,11/23/2017,14,18.48,4.48,27.08,14-Louisville,Bardstown,Walk-In,121.3184
669334,208128,11/1/2017,11/4/2017,10.5,13.97,3.47,34.93,14-Louisville,Elizabethtown,Indeed,121.2071
674649,210089,12/17/2017,1/4/2018,11,14.63,3.63,33.35,14-Louisville,Louisville,Friend/Relative Referral,121.0605
676715,222976,1/18/2018,1/23/2018,10.5,13.97,3.47,34.88,14-Louisville,louisville,Walk-In,121.0336
677284,224061,1/23/2018,,9,11.88,2.88,42,08-Columbus West,columbus,Friend/Relative Referral,120.96
669338,208640,11/1/2017,11/4/2017,10.5,13.97,3.47,34.84,14-Louisville,Bardstown,Indeed,120.8948
671029,209660,11/3/2017,11/3/2017,10,12.8,2.8,43.14,12-Chicago,chicago,,120.792
669339,208641,11/1/2017,11/4/2017,10.5,13.97,3.47,34.78,14-Louisville,bardstown,Friend/Relative Referral,120.6866
670893,210090,11/13/2017,11/17/2017,14.5,19.14,4.64,25.99,14-Louisville,West Point,Other web site,120.5936
667571,187185,10/16/2017,10/18/2017,9.77,13.48,3.71,32.5,03-Independence,parma,Craigslist,120.575
669762,209066,11/1/2017,11/2/2017,11,14.85,3.85,31.25,10-West Chester,cincinnati,Craigslist,120.3125
669783,186222,10/30/2017,11/3/2017,11,14.85,3.85,31.25,10-West Chester,west chester,Craigslist,120.3125
675868,222161,1/4/2018,1/4/2018,10,13.25,3.25,37,12-Chicago,Joliet,Friend/Relative Referral,120.25
678373,222966,2/19/2018,,9.5,12.54,3.04,39.5,07-Columbus East,columbus,Walk-In,120.08
668122,207583,10/15/2017,10/21/2017,14,18.48,4.48,26.78,11-Florence,florence,Friend/Relative Referral,119.9744
670398,209452,11/11/2017,11/26/2017,14.5,19.14,4.64,25.85,14-Louisville,Louisville,Friend/Relative Referral,119.944
671823,210386,11/17/2017,11/18/2017,10,17.2,7.2,16.65,03-Independence,Cleveland,Craigslist,119.88
674127,222076,12/12/2017,12/16/2017,12.5,16.63,4.13,29,11-Florence,Cincinnati,Walk-In,119.77
672550,221001,11/25/2017,12/16/2017,14.5,19.14,4.64,25.81,14-Louisville,Shepherdsville,,119.7584
676531,222354,1/17/2018,1/24/2018,8.3,10.96,2.66,45,03-Independence,Cleveland,Walk-In,119.7
678277,225274,2/16/2018,,8.3,10.96,2.66,45,03-Independence,Warrensville HTS,Craigslist,119.7
678447,223902,2/14/2018,,11,14.74,3.74,32,08-Columbus West,columbus,Friend/Relative Referral,119.68
672741,208947,11/28/2017,12/1/2017,11.5,15.24,3.74,32,11-Florence,Florence,Walk-In,119.68
674269,220774,12/13/2017,12/16/2017,14.5,19.14,4.64,25.79,14-Louisville,louisville,Newspaper Ad,119.6656
669335,208548,11/1/2017,11/4/2017,10.5,13.97,3.47,34.43,14-Louisville,elizabethtown,Friend/Relative Referral,119.4721
665869,186131,9/19/2017,9/25/2017,10,13.2,3.2,37.3,09-Lancaster,Lancaster,Friend/Relative Referral,119.36
669753,208786,10/30/2017,11/2/2017,11,14.85,3.85,31,10-West Chester,Cinncinati,Friend/Relative Referral,119.35
663292,184462,8/7/2017,8/11/2017,10.5,13.91,3.41,35,12-Chicago,joliet il.,Flyer,119.35
668882,187179,10/30/2017,11/3/2017,9.25,12.16,2.91,41,03-Independence,Akron,Other web site,119.31
676731,207568,1/19/2018,1/31/2018,9.25,12.16,2.91,41,03-Independence,Maple heights,Craigslist,119.31
670837,209442,11/7/2017,11/12/2017,9.5,13.21,3.71,32,05-Elyria,Amherst,Indeed,118.72
672192,186998,11/21/2017,11/26/2017,9.77,13.48,3.71,32,03-Independence,Cleveland ,Craigslist,118.72
674560,222067,12/20/2017,12/29/2017,9.77,13.48,3.71,32,03-Independence,Cleveland,Indeed,118.72
672217,209869,11/28/2017,11/29/2017,11,14.85,3.85,30.83,12-Chicago,Chicago,Indeed,118.6955
669346,209055,11/1/2017,11/4/2017,15,19.8,4.8,24.68,11-Florence,cincinnati,Walk-In,118.464
669761,208189,11/2/2017,11/7/2017,11,14.85,3.85,30.75,11-Florence,Cincinnati,Craigslist,118.3875
672762,185491,11/27/2017,12/1/2017,11,14.85,3.85,30.75,10-West Chester,cincinnati ohio,Other web site,118.3875
675443,222783,12/28/2017,1/5/2018,10,13.8,3.8,31.1,07-Columbus East,COLUMBUS ,,118.18
668917,208661,10/28/2017,11/4/2017,11,14.63,3.63,32.55,14-Louisville,Radcliff,Indeed,118.1565
668970,208135,10/23/2017,11/1/2017,12.55,16.94,4.39,26.9,05-Elyria,Elyria,Friend/Relative Referral,118.091
668560,208584,10/26/2017,10/31/2017,9,11.88,2.88,41,03-Independence,cleveland,Indeed,118.08
670679,207758,11/5/2017,11/9/2017,16,20.96,4.96,23.8,11-Florence,cincinnati,Friend/Relative Referral,118.048
669088,209048,10/31/2017,11/16/2017,10,12.8,2.8,42.16,12-Chicago,Chicago,,118.048
676656,223342,1/8/2018,1/18/2018,8.75,11.7,2.95,40,12-Chicago,Chicago,,118
677569,208321,2/3/2018,2/3/2018,10,13.8,3.8,31.05,08-Columbus West,grove city,Friend/Relative Referral,117.99
665947,185090,9/11/2017,9/16/2017,9.75,12.87,3.12,37.75,06-Akron,CUYAHOGA FALLS,,117.78
671858,208745,11/12/2017,12/1/2017,11.5,15.18,3.68,32,08-Columbus West,Columbus,Walk-In,117.76
670101,207524,11/7/2017,11/30/2017,11.5,15.18,3.68,32,08-Columbus West,columbus,Walk-In,117.76
669964,207370,11/7/2017,11/10/2017,14,18.48,4.48,26.25,14-Louisville,Louisville,Walk-In,117.6
678458,222885,2/20/2018,,8.3,11.29,2.99,39.3,03-Independence,cleveland ,Indeed,117.507
667736,184302,10/10/2017,10/20/2017,10,13.85,3.85,30.5,08-Columbus West,columbus,Friend/Relative Referral,117.425
671076,210088,11/14/2017,11/24/2017,14.5,19.14,4.64,25.3,14-Louisville,Louisville Ky,Friend/Relative Referral,117.392
676327,222856,1/8/2018,1/22/2018,11.55,15.36,3.81,30.75,08-Columbus West,Circleville,Friend/Relative Referral,117.1575
669368,209079,11/2/2017,11/14/2017,9.25,12.16,2.91,40.25,03-Independence,Cleveland,Indeed,117.1275
669391,208986,11/2/2017,11/10/2017,11,14.19,3.19,36.7,12-Chicago,Chicago,Friend/Relative Referral,117.073
672089,185804,11/24/2017,12/16/2017,14,18.48,4.48,26.13,14-Louisville,Louisville,Zip Recruiter,117.0624
675534,207948,1/3/2018,,9.5,12.54,3.04,38.5,08-Columbus West,columbus,Friend/Relative Referral,117.04
668549,208168,10/26/2017,11/5/2017,9.5,12.16,2.66,44,06-Akron,akron,Craigslist,117.04
673276,221785,12/7/2017,12/12/2017,9.5,12.54,3.04,38.5,03-Independence,Cleveland,Walk-In,117.04
677508,184977,2/2/2018,,8.3,10.96,2.66,44,06-Akron,cleve,Indeed,117.04
672950,186553,12/1/2017,12/6/2017,10,13,3,39,05-Elyria,Elyria ,Other web site,117
669234,207845,10/24/2017,11/7/2017,12,15.96,3.96,29.54,11-Florence,Covington,Other web site,116.9784
668526,208196,10/21/2017,11/4/2017,11,14.63,3.63,32.2,14-Louisville,Shepherdsville,Indeed,116.886
671960,210301,11/20/2017,11/23/2017,14.5,19.14,4.64,25.19,11-Florence,Elizabethtown ,Walk-In,116.8816
671998,220796,11/20/2017,11/28/2017,13,16.77,3.77,31,12-Chicago,Chicago,,116.87
672428,221149,11/27/2017,12/26/2017,11.5,15.18,3.68,31.75,08-Columbus West,columbus ,Friend/Relative Referral,116.84
668829,208646,10/27/2017,11/19/2017,9,11.7,2.7,43.25,05-Elyria,Lorain,,116.775
668778,207583,10/22/2017,11/4/2017,15,19.8,4.8,24.3,11-Florence,florence,Friend/Relative Referral,116.64
677123,224358,1/25/2018,,9,11.52,2.52,46.22,12-Chicago,Chicago,,116.4744
676988,221700,1/19/2018,,11,14.52,3.52,33.08,07-Columbus East,whitehall,Walk-In,116.4416
669227,207852,10/24/2017,11/7/2017,12,15.96,3.96,29.39,11-Florence,Covington,Friend/Relative Referral,116.3844
670375,208234,11/9/2017,11/30/2017,11,14.63,3.63,32,08-Columbus West,columbus,Friend/Relative Referral,116.16
673388,221627,12/5/2017,12/12/2017,10,13.2,3.2,36.25,07-Columbus East,Columbus ,Walk-In,116
670312,184407,11/9/2017,11/9/2017,16,20.96,4.96,23.38,11-Florence,Covington,Friend/Relative Referral,115.9648
663934,184532,8/7/2017,8/14/2017,10.5,13.55,3.05,38,07-Columbus East,Columbus,,115.9
666324,186736,9/19/2017,9/23/2017,10.5,13.55,3.05,38,07-Columbus East,COLUMBUS,,115.9
672334,221269,11/21/2017,12/4/2017,12,15.48,3.48,33.25,07-Columbus East,COLUMBUS,,115.71
673726,221983,12/13/2017,12/21/2017,12.25,16.23,3.98,29.07,07-Columbus East,Columbus,Friend/Relative Referral,115.6986
668453,207879,10/18/2017,11/2/2017,12,15.96,3.96,29.18,11-Florence,florence,Indeed,115.5528
669940,209004,11/3/2017,12/3/2017,10,12.8,2.8,41.26,12-Chicago,Chicago,,115.528
668308,208205,10/23/2017,10/25/2017,12,15.84,3.84,30,08-Columbus West,columbus,Craigslist,115.2
669518,208888,11/6/2017,11/13/2017,9,11.88,2.88,40,08-Columbus West,Columbus,Friend/Relative Referral,115.2
669519,208894,11/6/2017,11/8/2017,9,11.88,2.88,40,08-Columbus West,Columbus,Friend/Relative Referral,115.2
673553,208818,12/5/2017,12/11/2017,9,11.88,2.88,40,08-Columbus West,Columbus,Friend/Relative Referral,115.2
673551,208822,12/5/2017,12/11/2017,9,11.88,2.88,40,08-Columbus West,COLUMBUS ,Friend/Relative Referral,115.2
676222,222584,1/11/2018,,9,11.88,2.88,40,08-Columbus West,Columbus,Friend/Relative Referral,115.2
676223,222584,1/11/2018,,9,11.88,2.88,40,08-Columbus West,Columbus,Friend/Relative Referral,115.2
668682,207643,10/22/2017,11/4/2017,14,18.48,4.48,25.71,11-Florence,Verona,,115.1808
674491,222647,12/22/2017,12/30/2017,10,12.8,2.8,41.13,12-Chicago,Jackson,Indeed,115.164
671593,210204,11/19/2017,12/9/2017,13,17.04,4.04,28.5,07-Columbus East,Columbus,Walk-In,115.14
676931,220664,1/23/2018,2/2/2018,11.5,15.24,3.74,30.75,11-Florence,Cincinnati ,,115.005
671544,210419,11/20/2017,12/16/2017,14,18.48,4.48,25.66,14-Louisville,Louisville,Friend/Relative Referral,114.9568
668934,208423,10/30/2017,11/4/2017,14,18.48,4.48,25.63,11-Florence,Owenton,Walk-In,114.8224
668936,208421,10/30/2017,11/4/2017,14,18.48,4.48,25.62,11-Florence,Owenton,Friend/Relative Referral,114.7776
672983,221192,11/29/2017,12/16/2017,14,18.48,4.48,25.62,14-Louisville,Louisville,Indeed,114.7776
675201,222581,12/27/2017,1/3/2018,10.5,13.97,3.47,33.07,14-Louisville,Louisville,Friend/Relative Referral,114.7529
676286,208157,12/4/2017,1/12/2018,12,16.68,4.68,24.5,05-Elyria,lorain,Indeed,114.66
666540,186584,9/29/2017,10/8/2017,9,11.97,2.97,38.6,07-Columbus East,columbus,Friend/Relative Referral,114.642
674914,222004,12/18/2017,12/22/2017,12.25,16.23,3.98,28.8,07-Columbus East,Columbus,Friend/Relative Referral,114.624
668303,207996,10/18/2017,10/31/2017,9.25,11.84,2.59,44.25,06-Akron,akron,Friend/Relative Referral,114.6075
667753,186416,10/9/2017,10/11/2017,11,14.58,3.58,32,11-Florence,Cincinnati,Other web site,114.56
669677,208780,10/30/2017,11/3/2017,11,14.58,3.58,32,11-Florence,covington,Craigslist,114.56
669668,208789,10/30/2017,11/7/2017,11,14.58,3.58,32,11-Florence,cincinnati,Walk-In,114.56
670954,209091,11/7/2017,11/26/2017,11.75,15.86,4.11,27.84,07-Columbus East,reynoldsburg,Friend/Relative Referral,114.4224
664688,184957,8/22/2017,8/30/2017,11,14.63,3.63,31.5,14-Louisville,Louisville,Indeed,114.345
663760,184344,8/15/2017,8/30/2017,9,11.52,2.52,45.32,12-Chicago,Chicago,Friend/Relative Referral,114.2064
677493,220797,2/1/2018,2/8/2018,9.5,12.83,3.33,34.25,06-Akron,akron,Craigslist,114.0525
673566,221073,11/28/2017,12/12/2017,9,11.88,2.88,39.6,08-Columbus West,columbus,Friend/Relative Referral,114.048
666551,207234,10/3/2017,10/11/2017,9,12.24,3.24,35.15,03-Independence,cleveland,Indeed,113.886
674223,221759,12/13/2017,12/31/2017,12,15.96,3.96,28.75,10-West Chester,cincinnati,Friend/Relative Referral,113.85
666638,186921,9/25/2017,10/8/2017,13.55,19.24,5.69,20,07-Columbus East,Columbus,Walk-In,113.8
668271,207753,10/11/2017,10/25/2017,11,14.58,3.58,31.75,11-Florence,parkhills,,113.665
674126,222077,12/12/2017,12/22/2017,12.5,16.63,4.13,27.5,11-Florence,CINCINNATI,Walk-In,113.575
672630,220792,11/22/2017,11/29/2017,11,14.85,3.85,29.5,11-Florence,cincinnati,Friend/Relative Referral,113.575
678356,225189,2/19/2018,,11,14.52,3.52,32.25,07-Columbus East,columbus,Walk-In,113.52
678442,185307,2/20/2018,,9.25,12.16,2.91,39,03-Independence,Cleveland,Friend/Relative Referral,113.49
677163,222883,1/27/2018,1/31/2018,9.25,12.16,2.91,39,03-Independence,warrensville hts,Indeed,113.49
671505,184428,11/13/2017,11/17/2017,12,15.96,3.96,28.65,08-Columbus West,Columbus,Flyer,113.454
669718,185096,11/6/2017,11/12/2017,10,12.8,2.8,40.5,06-Akron,Akron,Craigslist,113.4
670028,207386,10/31/2017,11/11/2017,9,11.7,2.7,42,05-Elyria,lorain,Other web site,113.4
669355,209077,11/1/2017,11/4/2017,15,19.8,4.8,23.62,11-Florence,florence,Friend/Relative Referral,113.376
678308,225250,2/15/2018,,12,15.84,3.84,29.52,11-Florence,Cincinnati ,Advanced Careers,113.3568
674289,209979,11/13/2017,12/16/2017,14,18.48,4.48,25.29,14-Louisville,Shepherdsville,Friend/Relative Referral,113.2992
667650,207929,10/16/2017,10/21/2017,14,18.48,4.48,25.25,11-Florence,Park Hills,,113.12
677634,221907,1/29/2018,2/2/2018,10,13.9,3.9,29,08-Columbus West,columbus,Friend/Relative Referral,113.1
676939,209604,1/16/2018,1/20/2018,12,15.96,3.96,28.56,11-Florence,crittenden,Friend/Relative Referral,113.0976
673489,210260,12/4/2017,12/17/2017,9,11.52,2.52,44.85,12-Chicago,Chicago,Craigslist,113.022
663473,184180,8/1/2017,8/8/2017,11,14.58,3.58,31.5,11-Florence,cincinnati,Craigslist,112.77
667429,207624,10/2/2017,10/12/2017,8.75,11.64,2.89,39,12-Chicago,Lansing,,112.71
677586,224352,1/29/2018,2/1/2018,11,14.52,3.52,32,06-Akron,cuyahoga falls,Craigslist,112.64
664818,185431,8/29/2017,9/1/2017,9.5,13.02,3.52,32,05-Elyria,North Ridgeville,Indeed,112.64
676875,224020,1/22/2018,1/26/2018,10.5,13.97,3.47,32.46,14-Louisville,Louisville,Walk-In,112.6362
668941,208499,10/30/2017,11/4/2017,14,18.48,4.48,25.13,11-Florence,Cincinnati,Friend/Relative Referral,112.5824
675243,184302,12/18/2017,12/22/2017,11,14.63,3.63,31,08-Columbus West,columbus,Friend/Relative Referral,112.53
668981,208768,10/30/2017,11/4/2017,15,19.8,4.8,23.44,11-Florence,covington,Zip Recruiter,112.512
676874,224027,1/22/2018,1/26/2018,10.5,13.97,3.47,32.41,14-Louisville,Louisville,Other web site,112.4627
677468,222908,1/22/2018,2/1/2018,11,14.63,3.63,30.98,08-Columbus West,pleasantville,Friend/Relative Referral,112.4574
668979,208852,10/30/2017,11/4/2017,15,19.8,4.8,23.42,11-Florence,Cincinnati,Friend/Relative Referral,112.416
678351,223601,2/19/2018,,9,11.88,2.88,39,03-Independence,Cleveland,Indeed,112.32
671032,209554,11/6/2017,12/3/2017,10,12.8,2.8,40.11,12-Chicago,Maywood,,112.308
678464,225244,2/15/2018,,11,14.85,3.85,29.15,12-Chicago,romevillie,Craigslist,112.2275
676037,223310,1/9/2018,1/19/2018,10.5,13.97,3.47,32.32,14-Louisville,Louisville,Indeed,112.1504
677433,224140,1/22/2018,,8.75,11.7,2.95,38,12-Chicago,Country Club Hills,Indeed,112.1
677932,224997,2/12/2018,,8.75,11.2,2.45,45.75,06-Akron,Akron,Friend/Relative Referral,112.0875
670784,209245,11/7/2017,11/19/2017,9,11.7,2.7,41.5,05-Elyria,Lorain,Indeed,112.05
676996,224094,1/24/2018,2/2/2018,10,12.8,2.8,40,06-Akron,Akron,Friend/Relative Referral,112
675607,223017,1/3/2018,1/16/2018,12,15.84,3.84,29.16,11-Florence,Erlanger,,111.9744
672131,207589,11/27/2017,11/30/2017,11,14.58,3.58,31.25,11-Florence,Cincinnati,Friend/Relative Referral,111.875
664851,185656,8/31/2017,9/16/2017,10.5,13.97,3.47,32.24,14-Louisville,Mt washington ,Zip Recruiter,111.8728
673070,221026,11/30/2017,12/16/2017,14.5,19.14,4.64,24.1,14-Louisville,Louisville,Craigslist,111.824
677360,224284,1/27/2018,1/28/2018,10,17.2,7.2,15.53,03-Independence,Lakewood,Craigslist,111.816
674655,221116,12/17/2017,12/22/2017,11,14.52,3.52,31.72,14-Louisville,Louisville,Walk-In,111.6544
674656,221118,12/17/2017,12/22/2017,11,14.52,3.52,31.72,14-Louisville,Louisville,Craigslist,111.6544
663913,184971,8/16/2017,8/16/2017,10,12.9,2.9,38.5,07-Columbus East,COLUMBUS,,111.65
673778,208326,12/6/2017,1/3/2018,11.25,14.85,3.6,31,11-Florence,Dry Ridge,Indeed,111.6
677171,223894,1/29/2018,2/6/2018,9,11.88,2.88,38.75,08-Columbus West,columbus,Walk-In,111.6
670331,207286,11/9/2017,11/24/2017,14,18.48,4.48,24.9,14-Louisville,Louisville,Zip Recruiter,111.552
673599,209142,12/11/2017,12/13/2017,12.25,16.23,3.98,28,07-Columbus East,Columbus,Friend/Relative Referral,111.44
676659,223291,1/10/2018,1/24/2018,13.25,17.89,4.64,24,12-Chicago,chicago ridge,Indeed,111.36
669883,185864,10/31/2017,11/6/2017,12,15.48,3.48,32,07-Columbus East,COLUMBUS,,111.36
668543,208463,10/25/2017,11/3/2017,15,19.88,4.88,22.8,07-Columbus East,Columbus,Friend/Relative Referral,111.264
676097,222226,1/9/2018,1/19/2018,11.02,14.55,3.53,31.5,07-Columbus East,Columbus,Walk-In,111.195
668949,208778,10/30/2017,11/4/2017,14,18.48,4.48,24.81,11-Florence,cincinnati,Friend/Relative Referral,111.1488
673328,221824,12/4/2017,12/12/2017,10,13,3,37,05-Elyria,amherst,Friend/Relative Referral,111
675219,222411,12/19/2017,12/23/2017,10,13,3,37,05-Elyria,Lorain,Friend/Relative Referral,111
677732,222966,1/8/2018,2/18/2018,9,11.88,2.88,38.5,07-Columbus East,columbus,Walk-In,110.88
675931,185044,1/4/2018,1/11/2018,11,14.52,3.52,31.48,11-Florence,dry ridge,Friend/Relative Referral,110.8096
663179,184301,8/6/2017,8/23/2017,10.25,13.53,3.28,33.75,06-Akron,Wadsworth,,110.7
669271,185126,10/26/2017,11/8/2017,11,14.85,3.85,28.75,11-Florence,Cincinnati,Craigslist,110.6875
672751,187172,11/27/2017,11/30/2017,11,14.85,3.85,28.75,11-Florence,CIncinnati,,110.6875
666820,207372,9/26/2017,10/26/2017,8.75,11.7,2.95,37.5,12-Chicago,Chicago,,110.625
