Item_ID,AIdent,Hours_Worked,Activation,Completion
670797,209126,56,11/5/2017,11/26/2017
669607,209127,20.29,11/5/2017,11/19/2017
669608,209127,96.12,11/5/2017,12/17/2017
669405,209128,15,10/29/2017,11/5/2017
669501,209129,94.5,10/29/2017,11/19/2017
672312,209129,80,11/19/2017,12/3/2017
670936,209133,1.5,11/5/2017,11/12/2017
671173,209135,141.5,11/12/2017,12/10/2017
670969,209137,464,11/12/2017,2/11/2018
678420,209137,80,2/11/2018,2/25/2018
678306,209138,17.33,2/11/2018,2/18/2018
669389,209139,54.4,10/29/2017,11/12/2017
669781,209140,83,10/29/2017,11/26/2017
672732,209140,38,11/26/2017,12/3/2017
670391,209141,58.33,11/5/2017,12/10/2017
669792,209142,115.51,11/5/2017,12/3/2017
673599,209142,28,12/10/2017,12/17/2017
669437,209144,52.72,10/29/2017,11/12/2017
672426,209144,219,11/26/2017,1/14/2018
676241,209144,238,1/7/2018,2/25/2018
669685,209147,6.25,10/29/2017,11/5/2017
674153,209147,160.5,12/10/2017,1/21/2018
669599,209149,33.28,11/5/2017,11/19/2017
671490,209150,13.5,11/12/2017,11/19/2017
669320,209155,4.5,10/22/2017,11/5/2017
669321,209155,168.75,10/22/2017,12/3/2017
670989,209156,170.31,11/5/2017,12/17/2017
669563,209157,256.89,11/5/2017,12/17/2017
674753,209157,59.87,12/17/2017,12/31/2017
677158,209159,143.5,1/28/2018,2/25/2018
670067,209163,55.25,10/29/2017,11/12/2017
673269,209163,6.5,12/3/2017,12/10/2017
669572,209165,279.98,11/5/2017,12/17/2017
674755,209165,138.95,12/17/2017,1/14/2018
669561,209166,289.96,11/5/2017,12/17/2017
674752,209166,138.93,12/17/2017,1/14/2018
669513,209170,143.25,10/29/2017,12/3/2017
671328,209171,82.65,11/12/2017,12/10/2017
670009,209173,23.7,10/29/2017,11/12/2017
671856,209173,39,11/12/2017,12/3/2017
670006,209174,24.5,10/29/2017,11/12/2017
671342,209181,32,11/12/2017,11/26/2017
673084,209181,65.62,12/3/2017,12/17/2017
669460,209189,2.25,10/29/2017,11/5/2017
669716,209189,37.5,11/5/2017,11/12/2017
669602,209191,224.72,11/5/2017,12/17/2017
669390,209192,8,10/29/2017,11/5/2017
670929,209193,2,11/5/2017,11/12/2017
671693,209196,4,11/12/2017,11/19/2017
670387,209197,4.5,11/5/2017,11/12/2017
670329,209198,47.8,11/5/2017,11/26/2017
669782,209200,33.25,10/29/2017,11/12/2017
669556,209202,40.45,11/5/2017,11/19/2017
669699,209203,434,11/5/2017,1/28/2018
669948,209205,82.13,10/29/2017,11/19/2017
669943,209207,18.12,10/29/2017,11/5/2017
670956,209207,84.44,11/12/2017,12/3/2017
669942,209208,19.04,10/29/2017,11/5/2017
670955,209208,84.44,11/12/2017,12/3/2017
669947,209209,11.32,10/29/2017,11/5/2017
675336,209209,7.5,12/17/2017,12/24/2017
670820,209211,125.27,11/5/2017,12/3/2017
671017,209213,6.5,11/5/2017,11/12/2017
671063,209214,5.5,11/5/2017,11/12/2017
671967,209219,19.73,11/19/2017,12/3/2017
673671,209219,12.5,11/26/2017,12/10/2017
669633,209227,107.75,11/5/2017,12/17/2017
674488,209227,259.5,11/5/2017,1/21/2018
670330,209230,11.5,11/5/2017,11/19/2017
672711,209231,489,11/26/2017,2/25/2018
674036,209232,29.53,12/10/2017,12/17/2017
669976,209238,18.51,11/5/2017,11/12/2017
671922,209238,16.25,11/12/2017,11/26/2017
669508,209239,15.65,10/29/2017,11/5/2017
670781,209239,236.61,11/5/2017,12/17/2017
674843,209239,112.83,12/17/2017,1/14/2018
677964,209239,75.1,2/11/2018,2/25/2018
670785,209244,51.5,11/5/2017,11/19/2017
672319,209244,72.25,11/19/2017,12/3/2017
670784,209245,41.5,11/5/2017,11/19/2017
672320,209245,84.25,11/19/2017,12/3/2017
671661,209246,512,11/19/2017,2/25/2018
670208,209247,7.37,10/29/2017,11/5/2017
670498,209247,165.22,11/5/2017,12/17/2017
674539,209247,33.69,12/17/2017,1/7/2018
671652,209248,655.75,11/19/2017,2/25/2018
670272,209249,85.1,11/5/2017,11/26/2017
675982,209249,30.65,12/31/2017,1/14/2018
671350,209251,158.2,11/12/2017,12/17/2017
674985,209251,0.5,12/17/2017,12/24/2017
677337,209251,8,1/21/2018,1/28/2018
670799,209253,282,11/5/2017,1/7/2018
672409,209256,537.5,11/19/2017,2/25/2018
669410,209257,56.5,10/22/2017,11/12/2017
669984,209258,60.84,11/5/2017,11/26/2017
669910,209260,32,11/5/2017,11/12/2017
671903,209260,60.18,11/12/2017,11/26/2017
670887,209261,3.65,11/12/2017,11/19/2017
672616,209261,0,11/19/2017,11/26/2017
669409,209262,56.5,10/22/2017,11/12/2017
671228,209263,31,11/5/2017,11/12/2017
671327,209263,381.5,11/12/2017,2/11/2018
673901,209264,14.24,12/3/2017,12/17/2017
674216,209264,4.5,12/10/2017,12/17/2017
670122,209269,141.25,10/29/2017,12/10/2017
672023,209271,17.08,11/19/2017,12/3/2017
675361,209272,246.8,12/24/2017,2/25/2018
670225,209273,102.6,11/5/2017,12/3/2017
670227,209274,102.82,11/5/2017,12/3/2017
669568,209277,73.84,11/5/2017,11/26/2017
670798,209278,64,11/5/2017,11/19/2017
669999,209282,59.05,11/5/2017,11/19/2017
672413,209282,48.5,11/19/2017,12/10/2017
670087,209287,45.39,11/5/2017,11/19/2017
672883,209287,8.25,11/26/2017,12/3/2017
670332,209288,221.37,11/5/2017,12/17/2017
674585,209288,79.48,12/17/2017,12/31/2017
671699,209291,5.4,11/12/2017,11/26/2017
670635,209295,183.83,11/12/2017,12/17/2017
674905,209295,341.2,12/17/2017,2/25/2018
669787,209296,556.5,11/5/2017,2/4/2018
670334,209298,154.85,11/5/2017,12/10/2017
670333,209299,164.95,11/5/2017,12/10/2017
669524,209300,5.25,11/5/2017,11/12/2017
671088,209300,51.5,11/5/2017,11/19/2017
673182,209300,177.3,12/3/2017,1/14/2018
669523,209301,5.25,11/5/2017,11/12/2017
671091,209301,51.5,11/5/2017,11/19/2017
673184,209301,192.5,12/3/2017,1/14/2018
670222,209302,31.53,11/5/2017,11/26/2017
673285,209309,27.75,12/3/2017,12/17/2017
674424,209309,64,12/10/2017,1/21/2018
669635,209312,16,11/5/2017,11/12/2017
670286,209317,98.6,11/5/2017,12/3/2017
670396,209318,4.5,11/5/2017,11/12/2017
671071,209319,14.39,11/12/2017,11/19/2017
672608,209319,28.07,11/19/2017,12/10/2017
671005,209322,185.5,11/5/2017,12/10/2017
673035,209322,259.25,12/10/2017,2/11/2018
677896,209322,73.25,2/11/2018,2/25/2018
669575,209323,210.78,11/5/2017,12/24/2017
676380,209323,51.75,1/14/2018,1/28/2018
670935,209325,1.5,11/5/2017,11/12/2017
671486,209325,125.78,11/12/2017,12/10/2017
674295,209326,179,12/10/2017,1/21/2018
670827,209330,14,11/5/2017,11/19/2017
669517,209331,140.25,11/5/2017,12/3/2017
672660,209331,206.25,12/3/2017,1/7/2018
675588,209331,175.14,1/7/2018,2/11/2018
677286,209331,91.7,1/21/2018,2/25/2018
669564,209332,100.92,11/5/2017,11/26/2017
674137,209332,25.25,12/10/2017,12/17/2017
669555,209333,257.52,11/5/2017,12/17/2017
674751,209333,204.88,12/17/2017,1/28/2018
669551,209334,270.11,11/5/2017,12/17/2017
674750,209334,258.6,12/17/2017,2/4/2018
670223,209338,94.73,11/5/2017,12/17/2017
674637,209338,4,12/17/2017,12/24/2017
669595,209341,101.39,11/5/2017,12/3/2017
669609,209343,60.67,11/5/2017,12/10/2017
669570,209346,204.06,11/5/2017,12/24/2017
676385,209346,60.5,1/14/2018,1/28/2018
677518,209346,16,1/28/2018,2/4/2018
670170,209349,35.01,11/5/2017,11/19/2017
669640,209350,32,11/5/2017,11/12/2017
671013,209351,8.2,11/5/2017,11/12/2017
672629,209353,6.5,11/19/2017,11/26/2017
670224,209354,149.19,11/5/2017,12/3/2017
670342,209354,91.59,12/3/2017,12/17/2017
670343,209356,240.91,11/5/2017,12/17/2017
669577,209358,7.5,10/29/2017,11/5/2017
670941,209358,31.75,11/5/2017,11/12/2017
671883,209358,72.75,11/12/2017,12/17/2017
671208,209359,55.33,11/5/2017,11/26/2017
673026,209360,28,11/26/2017,12/3/2017
670966,209365,357.75,11/5/2017,1/28/2018
677877,209365,40,2/11/2018,2/18/2018
669522,209366,300,11/5/2017,12/31/2017
669933,209367,24,11/5/2017,11/12/2017
669934,209368,32,11/5/2017,11/19/2017
670341,209369,145.15,11/5/2017,12/10/2017
670340,209370,156.78,11/5/2017,12/10/2017
670979,209372,214.75,11/5/2017,12/10/2017
669535,209376,493.92,11/5/2017,2/4/2018
671161,209377,114.15,11/5/2017,12/10/2017
670226,209380,123.35,11/5/2017,12/3/2017
670178,209381,250.75,10/29/2017,2/11/2018
669647,209383,15.54,11/5/2017,11/12/2017
670197,209384,7.5,10/29/2017,11/5/2017
670190,209385,127.5,10/29/2017,11/19/2017
673831,209385,37.5,12/3/2017,12/17/2017
669565,209386,235.78,11/5/2017,12/17/2017
674754,209386,338.65,12/17/2017,2/25/2018
670058,209387,16,11/5/2017,11/12/2017
669567,209388,53.38,11/5/2017,12/3/2017
678153,209388,63.21,2/11/2018,2/25/2018
670179,209389,131.25,10/29/2017,12/17/2017
669997,209390,40.75,11/5/2017,11/19/2017
669966,209391,227.19,11/5/2017,12/17/2017
670183,209392,128.5,10/29/2017,12/10/2017
669829,209393,71.32,10/29/2017,11/19/2017
669600,209399,85.43,11/5/2017,11/19/2017
670335,209401,3.89,11/5/2017,11/12/2017
670870,209403,238.69,11/12/2017,12/17/2017
674845,209403,355.45,12/17/2017,2/25/2018
669946,209404,166.46,10/29/2017,12/3/2017
671034,209405,8.5,11/5/2017,11/12/2017
670276,209406,163.6,11/5/2017,12/17/2017
669945,209407,94.75,10/29/2017,11/26/2017
671358,209408,38.1,11/12/2017,11/26/2017
669788,209409,50.53,10/29/2017,11/19/2017
671818,209419,4,11/12/2017,11/19/2017
672263,209420,16.5,11/19/2017,11/26/2017
670899,209426,22.25,11/5/2017,11/19/2017
671365,209430,110.7,11/12/2017,12/10/2017
673744,209430,5,12/10/2017,12/17/2017
671366,209431,108,11/12/2017,12/10/2017
673739,209431,5,12/10/2017,12/17/2017
671364,209432,91.8,11/12/2017,12/10/2017
670228,209436,287.14,11/5/2017,12/17/2017
670229,209438,224.45,11/5/2017,12/17/2017
670875,209439,26.79,11/12/2017,11/19/2017
674228,209439,15.5,12/10/2017,12/17/2017
675994,209440,273.47,1/7/2018,2/25/2018
670263,209441,138.97,11/5/2017,12/3/2017
670837,209442,32,11/5/2017,11/12/2017
671625,209442,257.75,11/12/2017,1/7/2018
676283,209442,263,1/7/2018,2/25/2018
669646,209444,64.67,11/5/2017,11/19/2017
670355,209445,208.5,11/5/2017,12/17/2017
673970,209445,170.85,12/10/2017,1/14/2018
670395,209446,11.95,11/5/2017,11/19/2017
673231,209448,507.75,12/3/2017,2/25/2018
669987,209449,65.79,11/5/2017,11/26/2017
670932,209450,23,11/5/2017,11/19/2017
670944,209450,6.75,11/5/2017,11/12/2017
669545,209451,0,10/29/2017,12/3/2017
670398,209452,25.85,11/5/2017,12/3/2017
673677,209452,3.18,12/3/2017,12/10/2017
671363,209453,105,11/12/2017,12/10/2017
673604,209453,30,12/10/2017,12/17/2017
669991,209454,257.25,11/5/2017,1/14/2018
671107,209455,80.5,11/5/2017,11/26/2017
669990,209456,226.5,11/5/2017,1/7/2018
671150,209457,112.7,11/5/2017,12/3/2017
672551,209458,8,11/26/2017,12/3/2017
669658,209460,258.05,11/5/2017,12/17/2017
674465,209460,27.3,12/17/2017,12/24/2017
670104,209462,408,11/5/2017,1/28/2018
676142,209464,20.5,1/7/2018,1/14/2018
671210,209465,44.38,11/5/2017,11/26/2017
670322,209471,15.95,11/5/2017,11/19/2017
670321,209472,6.32,11/5/2017,11/12/2017
670383,209473,93.34,11/5/2017,12/3/2017
670384,209474,103.86,11/5/2017,12/3/2017
669994,209475,51,11/5/2017,11/19/2017
671092,209476,8.5,11/5/2017,11/19/2017
672647,209482,72,11/26/2017,12/17/2017
671795,209483,5.8,11/12/2017,11/19/2017
671326,209484,174.6,11/12/2017,12/31/2017
670327,209485,4.13,11/5/2017,11/12/2017
670324,209486,8.43,11/5/2017,11/12/2017
671687,209489,47.03,11/12/2017,12/17/2017
674553,209489,20.04,12/17/2017,12/31/2017
673774,209491,16,12/3/2017,12/10/2017
670984,209494,144.5,11/5/2017,12/17/2017
669622,209495,88,11/5/2017,11/19/2017
672652,209497,4,11/26/2017,12/3/2017
670801,209498,85.5,11/5/2017,12/10/2017
670802,209499,71.5,11/12/2017,12/10/2017
670021,209501,111.59,11/5/2017,12/3/2017
671825,209502,4,11/12/2017,11/19/2017
670968,209507,232,11/5/2017,12/17/2017
675930,209507,57.15,12/31/2017,1/21/2018
676708,209507,78.5,1/14/2018,1/21/2018
671252,209509,8,11/12/2017,11/19/2017
669651,209511,298.25,11/5/2017,12/31/2017
675998,209511,157.5,12/31/2017,2/4/2018
677580,209511,73.5,1/28/2018,2/25/2018
670260,209512,29.43,11/5/2017,11/19/2017
670165,209513,10,10/29/2017,11/19/2017
670016,209519,32,11/5/2017,11/19/2017
671647,209519,46.75,11/19/2017,12/3/2017
670990,209520,30.43,11/5/2017,11/26/2017
672134,209520,2,11/26/2017,12/3/2017
676945,209521,152.8,1/14/2018,2/25/2018
671114,209524,93.91,11/5/2017,12/3/2017
671135,209525,6,10/29/2017,11/5/2017
670249,209526,14.74,11/5/2017,11/12/2017
670245,209527,122.45,11/5/2017,12/17/2017
670869,209529,229.35,11/12/2017,12/17/2017
674844,209529,76.1,12/17/2017,1/7/2018
669594,209530,492.75,10/29/2017,2/18/2018
669731,209531,418.75,10/29/2017,1/28/2018
669733,209532,553.5,10/29/2017,2/25/2018
669729,209533,484.5,10/29/2017,2/18/2018
670753,209540,56,11/5/2017,11/19/2017
672294,209540,262.75,11/19/2017,12/24/2017
675272,209540,168.75,12/24/2017,1/28/2018
671535,209544,16,11/5/2017,11/12/2017
670230,209546,49.5,11/5/2017,11/12/2017
671039,209548,7.95,11/5/2017,11/12/2017
671050,209550,8.92,11/5/2017,11/12/2017
671032,209554,40.11,11/5/2017,11/19/2017
671030,209557,8.33,11/5/2017,11/12/2017
670377,209558,56.45,11/5/2017,11/26/2017
671040,209559,125.13,11/5/2017,12/3/2017
670826,209560,78.43,11/5/2017,12/3/2017
671038,209561,78.92,11/5/2017,12/3/2017
670822,209562,94.07,11/5/2017,12/3/2017
671405,209564,6.21,11/12/2017,11/19/2017
671702,209566,57.58,11/12/2017,11/26/2017
670636,209569,147.25,11/12/2017,12/17/2017
675881,209571,8,12/31/2017,1/7/2018
677911,209571,15.25,2/4/2018,2/11/2018
670819,209573,97.19,11/5/2017,11/26/2017
670167,209574,159.5,11/5/2017,12/10/2017
671044,209575,35.21,11/5/2017,11/12/2017
671933,209575,26.4,11/12/2017,11/19/2017
670030,209577,53.28,11/5/2017,11/26/2017
671697,209578,6.12,11/12/2017,11/19/2017
671406,209579,103.02,11/12/2017,12/17/2017
670821,209580,85.5,11/5/2017,12/3/2017
671408,209581,103.62,11/12/2017,12/17/2017
670832,209583,153.35,11/5/2017,12/3/2017
676728,209585,48,1/14/2018,2/4/2018
669938,209589,24,11/5/2017,11/12/2017
670025,209594,239.92,11/5/2017,12/17/2017
675436,209594,234.08,12/24/2017,2/25/2018
670018,209595,239.96,11/5/2017,12/17/2017
675435,209595,218.67,12/24/2017,2/25/2018
674490,209597,161.12,12/17/2017,2/25/2018
670361,209599,24,11/5/2017,11/19/2017
671503,209599,8,11/12/2017,11/19/2017
673546,209599,0,12/3/2017,12/10/2017
673314,209602,548,12/3/2017,2/25/2018
670024,209604,168.58,11/5/2017,12/3/2017
676939,209604,28.56,1/14/2018,1/21/2018
671278,209606,150.5,11/5/2017,12/10/2017
673705,209607,32.6,12/3/2017,12/17/2017
669727,209608,2,10/29/2017,11/5/2017
671180,209614,87.5,11/5/2017,11/26/2017
670947,209615,76,11/5/2017,11/26/2017
673786,209616,63.56,12/3/2017,12/24/2017
670247,209617,40.31,11/5/2017,11/26/2017
669739,209618,8,10/29/2017,11/5/2017
670150,209618,8,10/29/2017,11/5/2017
669955,209619,553,10/29/2017,1/21/2018
669737,209620,8,10/29/2017,11/5/2017
669925,209620,607.25,10/29/2017,2/25/2018
669726,209621,66.5,10/29/2017,11/12/2017
670810,209622,57.16,11/5/2017,11/19/2017
671151,209622,8,11/5/2017,11/12/2017
672102,209622,95.08,11/19/2017,12/3/2017
672725,209622,18.23,12/3/2017,12/10/2017
673717,209622,7.5,12/3/2017,12/10/2017
674343,209622,581,12/10/2017,2/25/2018
670874,209623,74.11,11/12/2017,11/26/2017
670392,209627,32.76,11/5/2017,12/10/2017
669735,209630,8,10/29/2017,11/5/2017
669923,209630,77.75,10/29/2017,11/26/2017
670008,209631,507.01,11/5/2017,2/11/2018
670883,209632,62.62,11/12/2017,12/3/2017
670328,209633,248.23,11/5/2017,12/17/2017
674584,209633,157.54,12/17/2017,1/21/2018
671368,209634,17,11/12/2017,11/26/2017
670879,209638,40.04,11/12/2017,12/3/2017
670919,209641,74.64,11/12/2017,11/26/2017
670882,209644,39.52,11/12/2017,11/26/2017
670257,209646,88.78,11/5/2017,11/26/2017
670994,209652,40,11/5/2017,11/19/2017
672743,209652,112.5,11/26/2017,12/17/2017
675175,209652,138.3,12/17/2017,1/28/2018
678048,209652,68.37,2/4/2018,2/25/2018
670262,209655,86.98,11/5/2017,11/26/2017
671541,209656,47.2,11/12/2017,11/26/2017
669939,209660,15.45,10/29/2017,11/5/2017
671029,209660,43.14,11/5/2017,11/12/2017
671069,209660,47.04,11/12/2017,11/26/2017
669949,209662,134.42,10/29/2017,12/3/2017
674144,209663,8,12/17/2017,12/24/2017
670632,209671,35.14,11/5/2017,11/26/2017
671275,209672,12,11/5/2017,11/12/2017
672494,209678,78.75,11/26/2017,12/17/2017
671276,209679,257.75,11/5/2017,12/24/2017
671703,209680,265.03,11/12/2017,12/17/2017
670360,209684,241.25,11/5/2017,12/24/2017
675679,209684,296,12/31/2017,2/25/2018
670336,209685,23.24,11/5/2017,11/19/2017
670234,209687,33.5,11/5/2017,11/19/2017
672154,209690,127.45,11/19/2017,12/31/2017
671058,209693,40.25,11/5/2017,11/19/2017
670385,209695,95.48,11/5/2017,12/10/2017
670310,209697,100.12,11/5/2017,12/3/2017
671940,209698,510.33,11/19/2017,2/18/2018
671796,209699,6.5,11/12/2017,11/19/2017
673781,209699,11.5,12/3/2017,12/10/2017
671793,209702,83.5,11/12/2017,12/3/2017
671287,209703,196.61,11/12/2017,12/17/2017
670339,209708,30.59,11/5/2017,11/19/2017
671404,209710,12.65,11/12/2017,11/19/2017
671288,209714,5.3,11/12/2017,11/19/2017
671766,209714,32.82,11/12/2017,11/26/2017
671214,209715,37.27,11/5/2017,11/26/2017
672979,209715,9.58,11/26/2017,12/3/2017
670386,209721,47.01,11/5/2017,11/26/2017
672255,209723,111,11/26/2017,12/17/2017
670259,209724,15.5,11/5/2017,11/12/2017
671014,209725,8.83,11/5/2017,11/12/2017
671021,209726,8.82,11/5/2017,11/12/2017
671701,209732,59.94,11/12/2017,11/26/2017
671062,209733,8.77,11/5/2017,11/12/2017
672816,209734,127.97,11/26/2017,12/17/2017
674685,209734,301.69,12/17/2017,2/25/2018
671022,209735,8.82,11/5/2017,11/12/2017
672558,209736,618.25,11/19/2017,2/25/2018
672422,209737,67.65,11/26/2017,12/17/2017
676787,209737,16,1/21/2018,1/28/2018
670999,209740,8.78,11/5/2017,11/12/2017
670639,209741,457.5,11/12/2017,2/25/2018
671033,209742,52.45,11/5/2017,11/19/2017
675801,209742,8.47,1/7/2018,1/14/2018
671349,209744,35.5,11/12/2017,11/26/2017
672870,209745,139,11/26/2017,12/17/2017
671428,209747,45.66,11/12/2017,12/10/2017
671286,209748,76.44,11/12/2017,12/3/2017
671037,209749,26.95,11/5/2017,11/12/2017
671010,209750,8.07,11/5/2017,11/12/2017
672421,209751,122.38,11/26/2017,12/17/2017
670301,209753,359.48,11/5/2017,1/14/2018
671524,209754,47.75,11/12/2017,11/19/2017
671869,209754,215,11/19/2017,12/31/2017
670311,209755,125.07,11/5/2017,12/3/2017
670988,209759,116.1,11/5/2017,12/3/2017
673892,209759,3.25,12/3/2017,12/10/2017
670920,209761,44.31,11/12/2017,11/26/2017
671300,209762,107.55,11/12/2017,12/3/2017
670823,209765,104.71,11/5/2017,12/3/2017
670856,209767,32.01,11/5/2017,11/19/2017
670880,209770,4.13,11/12/2017,11/19/2017
670852,209771,34.96,11/12/2017,11/19/2017
670845,209772,18.53,11/12/2017,11/19/2017
671945,209772,3.08,11/12/2017,11/19/2017
672116,209772,54.16,11/19/2017,12/3/2017
673731,209772,1.5,12/3/2017,12/10/2017
671172,209773,9.5,11/5/2017,11/12/2017
673125,209773,7.5,11/26/2017,12/3/2017
670818,209774,94.31,11/12/2017,12/3/2017
670187,209777,30,10/29/2017,11/12/2017
670188,209778,30,10/29/2017,11/12/2017
671024,209779,8.83,11/5/2017,11/12/2017
673124,209779,7.5,11/26/2017,12/3/2017
670177,209781,348.67,10/29/2017,2/25/2018
671262,209781,86.5,11/12/2017,12/10/2017
671061,209782,8.5,11/5/2017,11/12/2017
671012,209783,8.47,11/5/2017,11/12/2017
670193,209784,20,10/29/2017,11/12/2017
671542,209785,90.5,11/12/2017,12/3/2017
673495,209785,41.83,12/3/2017,12/17/2017
675145,209785,63.24,12/17/2017,12/31/2017
675808,209785,30.93,12/31/2017,1/14/2018
670189,209786,78.5,10/29/2017,1/21/2018
670338,209789,4.89,11/5/2017,11/12/2017
670337,209791,4.88,11/5/2017,11/12/2017
670195,209792,22.5,10/29/2017,11/5/2017
671255,209792,44.75,11/5/2017,11/26/2017
670172,209793,29.75,10/29/2017,11/12/2017
670173,209794,121.25,10/29/2017,12/24/2017
670174,209795,45,10/29/2017,11/12/2017
670168,209799,159.5,10/29/2017,12/24/2017
670175,209800,61,10/29/2017,11/26/2017
670176,209801,15,10/29/2017,11/5/2017
670191,209802,18,10/29/2017,11/12/2017
673657,209802,27.6,12/10/2017,12/17/2017
670192,209803,15,10/29/2017,11/5/2017
670186,209804,4,10/29/2017,11/5/2017
670181,209805,4,10/29/2017,11/5/2017
671001,209806,18,10/29/2017,11/12/2017
673655,209806,24.6,12/10/2017,12/17/2017
670182,209807,28,10/29/2017,11/19/2017
670184,209808,6,10/29/2017,11/5/2017
670169,209809,0,11/5/2017,11/12/2017
670185,209810,60,10/29/2017,11/12/2017
671752,209810,181,11/12/2017,1/21/2018
670196,209811,30,10/29/2017,11/12/2017
670180,209812,22.5,10/29/2017,11/19/2017
670194,209813,15,10/29/2017,11/5/2017
671522,209815,191.5,11/12/2017,1/7/2018
676398,209815,48.5,1/7/2018,1/21/2018
671531,209816,242.75,11/12/2017,1/14/2018
670854,209817,98.5,11/5/2017,12/10/2017
671211,209820,45.87,11/5/2017,12/3/2017
671219,209821,51.9,11/5/2017,12/3/2017
677953,209821,7.5,2/11/2018,2/18/2018
670516,209823,565.5,11/12/2017,2/25/2018
671203,209824,2.44,11/5/2017,11/12/2017
671216,209826,83.52,11/5/2017,12/3/2017
671527,209827,79.75,11/12/2017,12/3/2017
670884,209830,208.55,11/12/2017,12/17/2017
670912,209832,39.71,11/12/2017,11/26/2017
670836,209833,606.25,11/5/2017,2/25/2018
670773,209834,50,11/5/2017,11/19/2017
672323,209834,279.5,11/19/2017,12/24/2017
675284,209834,191.25,12/24/2017,1/28/2018
671102,209837,21.5,11/12/2017,11/19/2017
671502,209839,15,11/12/2017,11/19/2017
671500,209843,25,11/12/2017,11/19/2017
671390,209844,156.6,11/12/2017,12/10/2017
670510,209845,184,11/5/2017,12/17/2017
671412,209849,30.27,11/12/2017,12/3/2017
671218,209850,8.48,11/5/2017,11/19/2017
671213,209851,8.82,11/5/2017,11/19/2017
671575,209854,44.85,11/12/2017,11/26/2017
671143,209856,2.25,11/5/2017,11/12/2017
671215,209857,148.21,11/5/2017,12/10/2017
671142,209858,3,11/5/2017,11/12/2017
671267,209859,76.5,11/5/2017,12/3/2017
671521,209860,110,11/12/2017,12/10/2017
670886,209861,122.1,11/12/2017,12/10/2017
670885,209863,102.12,11/12/2017,12/10/2017
670359,209864,196.17,11/5/2017,12/24/2017
670401,209865,64.5,11/12/2017,11/26/2017
671789,209866,9.78,11/12/2017,11/19/2017
671833,209866,18.5,11/12/2017,11/19/2017
670388,209868,38.73,11/5/2017,12/17/2017
672217,209869,30.83,11/26/2017,12/3/2017
675862,209869,14.5,12/31/2017,1/7/2018
670389,209872,38.98,11/5/2017,12/17/2017
670569,209873,19.43,11/4/2017,11/11/2017
671207,209875,140.77,11/5/2017,12/10/2017
670480,209876,672.25,11/5/2017,2/25/2018
671259,209878,6.5,11/5/2017,11/12/2017
670630,209879,5,10/29/2017,11/5/2017
671352,209883,128.1,11/12/2017,12/10/2017
673592,209883,8,12/10/2017,12/17/2017
670963,209884,39.1,11/12/2017,11/19/2017
671786,209884,211.5,11/19/2017,12/24/2017
675253,209884,19.5,12/24/2017,12/31/2017
677796,209885,26.5,2/4/2018,2/18/2018
671401,209886,80.21,11/12/2017,12/3/2017
671449,209887,14.4,11/12/2017,11/26/2017
672057,209888,3.03,11/19/2017,11/26/2017
671254,209889,484.25,11/5/2017,2/25/2018
671261,209890,80,11/5/2017,12/3/2017
670508,209891,8,11/5/2017,11/12/2017
671272,209893,231.5,11/5/2017,1/21/2018
671776,209895,390.1,11/12/2017,1/14/2018
670981,209896,35.33,11/5/2017,11/19/2017
672504,209897,196.5,11/26/2017,1/7/2018
670380,209898,99.19,11/5/2017,12/3/2017
670983,209899,62.17,11/12/2017,12/3/2017
670830,209902,115.21,11/5/2017,12/3/2017
673461,209902,8.1,12/3/2017,12/10/2017
670831,209903,119.13,11/5/2017,12/3/2017
673462,209903,8.28,12/3/2017,12/10/2017
671482,209905,1,11/12/2017,11/19/2017
672707,209905,7,11/26/2017,12/3/2017
671031,209906,34.59,11/5/2017,11/19/2017
670843,209907,6.27,11/12/2017,11/19/2017
671035,209908,8.85,11/5/2017,11/12/2017
672286,209909,14,11/12/2017,11/19/2017
670813,209910,51.6,11/5/2017,11/19/2017
678412,209911,83,2/11/2018,2/25/2018
671020,209912,116.9,11/5/2017,12/3/2017
671279,209915,30,11/5/2017,11/19/2017
672060,209915,87.3,11/19/2017,12/10/2017
672469,209919,4.15,11/19/2017,11/26/2017
672490,209920,3.6,11/19/2017,11/26/2017
673751,209920,97.65,12/3/2017,12/31/2017
671632,209921,38.5,11/12/2017,11/26/2017
672495,209922,196.75,11/26/2017,1/7/2018
671253,209923,5,11/5/2017,11/12/2017
672148,209926,8.2,11/26/2017,12/3/2017
671237,209930,121.5,11/12/2017,1/21/2018
671004,209932,671.47,11/12/2017,2/18/2018
671166,209934,6,11/5/2017,11/12/2017
671400,209935,10.18,11/12/2017,11/19/2017
671238,209937,376.5,11/12/2017,1/21/2018
671424,209939,19.31,11/12/2017,11/26/2017
677548,209946,126,2/4/2018,2/25/2018
671209,209948,7.13,11/5/2017,11/12/2017
671686,209948,12.12,11/12/2017,11/19/2017
670881,209949,57.02,11/12/2017,12/10/2017
672411,209950,31.3,11/19/2017,12/3/2017
672958,209950,4.5,11/26/2017,12/3/2017
671698,209951,132.97,11/12/2017,12/10/2017
670592,209954,94.75,11/12/2017,12/3/2017
672864,209954,36.74,12/2/2017,12/9/2017
671054,209958,72,11/12/2017,11/26/2017
675437,209961,38.97,12/24/2017,2/11/2018
671245,209962,529.5,11/12/2017,2/25/2018
670873,209964,28.15,11/12/2017,11/26/2017
