,Item_ID,AIdent,Activation,Completion,Pay_Rate,Bill_Rate,Margin,Hours_Worked,Branch,City,How_Heard,Profit
2903,668167,207980,10/18/2017,10/20/2017,10,14.9,4.9,3.5,05-Elyria,elyria ,Indeed,17.15
2904,672573,185719,11/21/2017,12/1/2017,11.25,14.85,3.6,2,10-West Chester,cincinnati,Friend/Relative Referral,7.2
2905,665688,185719,9/5/2017,10/1/2017,11,14.85,3.85,24,10-West Chester,cincinnati,Friend/Relative Referral,92.4
2906,673774,209491,12/4/2017,12/8/2017,11.25,14.85,3.6,16,11-Florence,Crittenden,Friend/Relative Referral,57.6
2907,673781,209699,12/4/2017,12/8/2017,11.25,14.85,3.6,11.5,10-West Chester,cincinnati,Indeed,41.4
2908,671796,209699,11/13/2017,12/1/2017,11,14.85,3.85,6.5,10-West Chester,cincinnati,Indeed,25.025
2909,672568,220930,11/22/2017,11/28/2017,11.25,14.85,3.6,15.5,11-Florence,cincinnati,Friend/Relative Referral,55.8
2910,673632,220930,12/8/2017,12/22/2017,11,14.58,3.58,23.25,11-Florence,cincinnati,Friend/Relative Referral,83.235
2911,672570,220933,11/22/2017,12/3/2017,11.25,14.85,3.6,12.5,11-Florence,Cincinnati,,45
2912,673779,221843,12/8/2017,12/9/2017,11.25,14.85,3.6,8,11-Florence,arroura,Walk-In,28.8
2913,677690,224440,1/29/2018,,11.25,14.85,3.6,8,11-Florence,cincinnati ,Craigslist,28.8
2914,677691,224441,1/29/2018,,11.25,14.85,3.6,8,11-Florence,covington,Friend/Relative Referral,28.8
2915,665682,184139,9/5/2017,10/5/2017,11,14.85,3.85,83.47,10-West Chester,Cincinnati,Friend/Relative Referral,321.3595
2916,663188,184139,8/3/2017,8/11/2017,9.75,12.97,3.22,75,10-West Chester,Cincinnati,Friend/Relative Referral,241.5
2917,672091,184369,11/13/2017,11/24/2017,11,14.85,3.85,12.46,12-Chicago,Chicago ,Flyer,47.971
2918,665490,184369,9/12/2017,11/12/2017,10,13.5,3.5,324.48,12-Chicago,Chicago ,Flyer,1135.68
2919,673707,184369,12/4/2017,1/5/2018,10,13.25,3.25,21.5,12-Chicago,Chicago ,Flyer,69.875
2920,663438,184369,8/8/2017,9/7/2017,10,13.2,3.2,131.29,12-Chicago,Chicago ,Flyer,420.128
2921,669270,184376,10/24/2017,10/31/2017,11,14.85,3.85,20.5,11-Florence,cincinnati,Craigslist,78.925
2922,676775,184731,1/18/2018,,11,14.85,3.85,209.33,12-Chicago,Bolingbrook,,805.9205
2923,666757,184737,9/27/2017,9/28/2017,11,14.85,3.85,14.75,11-Florence,cincinnati,Craigslist,56.7875
2924,665613,184774,9/12/2017,9/25/2017,11,14.85,3.85,56,12-Chicago,Norridge,,215.6
2925,663678,184774,8/14/2017,9/13/2017,8.75,11.7,2.95,75,12-Chicago,Norridge,,221.25
2926,664479,185308,8/23/2017,11/12/2017,11,14.85,3.85,622.2,06-Akron,Uniontown,,2395.47
2927,670925,185308,11/13/2017,12/3/2017,11,13.97,2.97,139.2,06-Akron,Uniontown,,413.424
2928,672813,185308,12/4/2017,1/26/2018,10,12.7,2.7,291.8,06-Akron,Uniontown,,787.86
2929,668353,185366,10/20/2017,,11,14.85,3.85,707.03,11-Florence,cincinnati oh ,,2722.0655
2930,668354,185367,10/20/2017,,11,14.85,3.85,709.75,11-Florence,Cincinnati,,2732.5375
2931,665685,185373,9/5/2017,10/1/2017,11,14.85,3.85,49.75,10-West Chester,West Chester,Zip Recruiter,191.5375
2932,669754,185578,11/3/2017,11/3/2017,11,14.85,3.85,8,10-West Chester,Hamilton ,,30.8
2933,672095,185580,1/2/2018,1/4/2018,11,14.85,3.85,198.64,12-Chicago,Romeoville,Walk-In,764.764
2934,665627,185580,9/8/2017,11/12/2017,10,13.5,3.5,380.99,12-Chicago,Romeoville,Walk-In,1333.465
2935,665681,185718,9/5/2017,10/2/2017,11,14.85,3.85,51.75,10-West Chester,cincinnati,Indeed,199.2375
2936,666044,185718,9/21/2017,10/1/2017,11,14.58,3.58,8,10-West Chester,cincinnati,Indeed,28.64
2937,665684,185725,9/5/2017,9/26/2017,11,14.85,3.85,115.18,10-West Chester,cincinnati,Indeed,443.443
2938,666751,185730,9/27/2017,10/23/2017,11,14.85,3.85,89.5,10-West Chester,Cincinnati,Indeed,344.575
2939,665801,185730,9/13/2017,9/13/2017,9.5,12.64,3.14,8,10-West Chester,Cincinnati,Indeed,25.12
2940,669269,185765,10/24/2014,10/31/2017,11,14.85,3.85,22.75,11-Florence,Cincinnati,Craigslist,87.5875
2941,665686,185863,9/5/2017,10/1/2017,11,14.85,3.85,24,10-West Chester,cincinnatti,Friend/Relative Referral,92.4
2942,672458,185922,11/28/2017,12/21/2017,11,14.85,3.85,97.97,08-Columbus West,Columbus oh,Other web site,377.1845
2943,675987,185922,1/3/2018,1/11/2018,9,11.97,2.97,10.1,08-Columbus West,Columbus oh,Other web site,29.997
2944,665191,185939,9/6/2017,11/30/2017,11,14.85,3.85,633.8,06-Akron,akron,Friend/Relative Referral,2440.13
2945,674164,185939,12/13/2017,1/3/2018,10.25,13.53,3.28,56,06-Akron,akron,Friend/Relative Referral,183.68
2946,669380,186227,11/1/2017,12/29/2017,11,14.85,3.85,187.42,07-Columbus East,columbus,Walk-In,721.567
2947,675458,186227,1/3/2018,1/28/2018,11,14.52,3.52,98.52,07-Columbus East,columbus,Walk-In,346.7904
2948,666300,186257,9/19/2017,10/1/2017,11,14.85,3.85,47.92,07-Columbus East,columbus,Other web site,184.492
2949,671614,186257,11/20/2017,12/3/2017,11,14.85,3.85,200.25,07-Columbus East,columbus,Other web site,770.9625
2950,674958,186257,12/4/2017,,11,14.85,3.85,354.25,07-Columbus East,columbus,Other web site,1363.8625
2951,670949,186265,11/6/2017,11/14/2017,11,14.85,3.85,45,10-West Chester,cincinnnati,Walk-In,173.25
2952,673216,186352,12/7/2017,,11,14.85,3.85,443.02,12-Chicago,Chicago Ridge,Friend/Relative Referral,1705.627
2953,665780,186352,9/14/2017,12/11/2017,10,13.25,3.25,292.2,12-Chicago,Chicago Ridge,Friend/Relative Referral,949.65
2954,673217,186353,12/7/2017,,11,14.85,3.85,441.86,12-Chicago,chicago,Friend/Relative Referral,1701.161
2955,665781,186353,9/14/2017,11/23/2017,10,13.25,3.25,289.4,12-Chicago,chicago,Friend/Relative Referral,940.55
2956,667326,186396,10/4/2017,10/12/2017,11,14.85,3.85,45.5,10-West Chester,cincinnati,Walk-In,175.175
2957,672099,186399,11/13/2017,1/19/2018,11,14.85,3.85,340.56,12-Chicago,Snellville,Walk-In,1311.156
2958,665844,186399,9/19/2017,11/12/2017,10,13.5,3.5,352.74,12-Chicago,Snellville,Walk-In,1234.59
2959,669760,186417,10/30/2017,11/1/2017,11,14.85,3.85,6.5,11-Florence,Cincinnati,,25.025
2960,670931,186417,11/7/2017,11/10/2017,10.5,14.39,3.89,7,11-Florence,Cincinnati,,27.23
2961,668364,186417,10/18/2017,10/18/2017,10,13.6,3.6,1,11-Florence,Cincinnati,,3.6
2962,672104,186512,11/13/2017,12/8/2017,11,14.85,3.85,127.33,12-Chicago,Chicago,Friend/Relative Referral,490.2205
2963,665846,186512,9/19/2017,11/12/2017,10,13.5,3.5,306.91,12-Chicago,Chicago,Friend/Relative Referral,1074.185
2964,670812,186512,11/6/2017,11/12/2017,10,13.5,3.5,46,12-Chicago,Chicago,Friend/Relative Referral,161
2965,673652,186512,12/11/2017,12/22/2017,10,13.25,3.25,7.5,12-Chicago,Chicago,Friend/Relative Referral,24.375
2966,667935,186761,10/18/2017,11/6/2017,11,14.85,3.85,144.4,06-Akron,Monroe falls,Craigslist,555.94
2967,666592,186761,10/2/2017,10/4/2017,9,12.78,3.78,16,06-Akron,Monroe falls,Craigslist,60.48
2968,669498,186907,10/30/2017,10/31/2017,11,14.85,3.85,12.92,07-Columbus East,Canal Winchester,Friend/Relative Referral,49.742
2969,668971,186907,10/25/2017,10/29/2017,10,13.5,3.5,12.08,07-Columbus East,Canal Winchester,Friend/Relative Referral,42.28
2970,666752,186952,9/27/2017,9/28/2017,11,14.85,3.85,5,10-West Chester,Cincinnati,Indeed,19.25
2971,666754,186961,9/27/2017,10/6/2017,11,14.85,3.85,44.3,10-West Chester,Cincinnati,Walk-In,170.555
2972,666750,186962,9/27/2017,10/6/2017,11,14.85,3.85,44.32,10-West Chester,Cincinnati,Walk-In,170.632
2973,667321,187110,10/5/2017,10/6/2017,11,14.85,3.85,16,11-Florence,Cincinnati,Friend/Relative Referral,61.6
2974,669266,187110,10/25/2017,10/31/2017,11,14.58,3.58,16,11-Florence,Cincinnati,Friend/Relative Referral,57.28
2975,672754,187171,11/27/2017,12/16/2017,11,14.85,3.85,107.75,11-Florence,Cincinnati,,414.8375
2976,667279,187171,10/2/2017,10/13/2017,9.75,12.97,3.22,102,11-Florence,Cincinnati,,328.44
2977,672751,187172,11/27/2017,11/30/2017,11,14.85,3.85,28.75,11-Florence,CIncinnati,,110.6875
2978,667275,187172,10/2/2017,10/12/2017,9.75,12.97,3.22,10,11-Florence,CIncinnati,,32.2
2979,667021,207251,10/8/2017,12/3/2017,11,14.85,3.85,361,06-Akron,akron ,Craigslist,1389.85
2980,672817,207251,12/4/2017,12/22/2017,10,13.5,3.5,127.4,06-Akron,akron ,Craigslist,445.9
2981,669402,207391,11/2/2017,,11,14.85,3.85,608.25,06-Akron,Akron,Indeed,2341.7625
2982,669756,207886,11/1/2017,11/1/2017,11,14.85,3.85,13.75,11-Florence,Cincinnati,Walk-In,52.9375
2983,670928,207886,11/6/2017,11/9/2017,10.5,14.39,3.89,22.5,11-Florence,Cincinnati,Walk-In,87.525
2984,670951,207906,11/7/2017,11/15/2017,11,14.85,3.85,57,10-West Chester,Trenton,,219.45
2985,668724,207969,10/18/2017,1/2/2018,11,14.85,3.85,348,10-West Chester,cincinnati,Walk-In,1339.8
2986,668723,207970,10/18/2017,12/18/2017,11,14.85,3.85,268.25,10-West Chester,CINCINNATI,Craigslist,1032.7625
2987,668347,208235,10/20/2017,12/9/2017,11,14.85,3.85,254.9,10-West Chester,cincinnati ,Zip Recruiter,981.365
2988,668356,208245,10/20/2017,,11,14.85,3.85,632.69,10-West Chester,cincinnati,Friend/Relative Referral,2435.8565
2989,668358,208254,10/20/2017,11/10/2017,11,14.85,3.85,125,10-West Chester,cincinnati,,481.25
2990,669267,208404,10/24/2017,10/31/2017,11,14.85,3.85,17,10-West Chester,cincinnati,Walk-In,65.45
2991,669753,208786,10/30/2017,11/2/2017,11,14.85,3.85,31,10-West Chester,Cinncinati,Friend/Relative Referral,119.35
2992,670922,209015,11/1/2017,12/7/2017,11,14.85,3.85,172.1,07-Columbus East,columbus,Walk-In,662.585
2993,669781,209140,11/2/2017,11/20/2017,11,14.85,3.85,83,10-West Chester,cincinnati,Craigslist,319.55
2994,672732,209140,11/27/2017,11/29/2017,11,14.58,3.58,38,10-West Chester,cincinnati,Craigslist,136.04
2995,669782,209200,11/2/2017,11/9/2017,11,14.85,3.85,33.25,10-West Chester,Cincinnati,Friend/Relative Referral,128.0125
2996,670956,209207,11/14/2017,11/28/2017,11,14.85,3.85,84.44,12-Chicago,Chicago,,325.094
2997,669943,209207,11/1/2017,11/13/2017,10,12.8,2.8,18.12,12-Chicago,Chicago,,50.736
2998,670955,209208,11/14/2017,11/28/2017,11,14.85,3.85,84.44,12-Chicago,Chicago,,325.094
2999,669942,209208,11/1/2017,11/24/2017,10,12.8,2.8,19.04,12-Chicago,Chicago,,53.312
3000,672629,209353,11/21/2017,11/21/2017,11,14.85,3.85,6.5,11-Florence,cincinnati,Walk-In,25.025
3001,670944,209450,11/7/2017,11/9/2017,11,14.85,3.85,6.75,10-West Chester,dayton,Indeed,25.9875
3002,670932,209450,11/9/2017,11/13/2017,10.5,14.39,3.89,23,10-West Chester,dayton,Indeed,89.47
3003,670947,209615,11/8/2017,11/22/2017,11,14.85,3.85,76,10-West Chester,Cincinnati,Friend/Relative Referral,292.6
3004,672102,209622,11/13/2017,11/30/2017,11,14.85,3.85,95.08,12-Chicago,Matteson,,366.058
3005,674343,209622,12/11/2017,,11,14.58,3.58,581,12-Chicago,Matteson,,2079.98
3006,671151,209622,11/8/2017,11/9/2017,11,14.19,3.19,8,12-Chicago,Matteson,,25.52
3007,670810,209622,11/9/2017,11/12/2017,10,13.5,3.5,57.16,12-Chicago,Matteson,,200.06
3008,673717,209622,12/4/2017,12/7/2017,10,13.25,3.25,7.5,12-Chicago,Matteson,,24.375
3009,672725,209622,12/4/2017,12/6/2017,9,11.52,2.52,18.23,12-Chicago,Matteson,,45.9396
3010,674144,209663,12/18/2017,1/19/2018,11,14.85,3.85,8,12-Chicago,Oak Lawn,Friend/Relative Referral,30.8
3011,672154,209690,11/21/2017,12/31/2017,11,14.85,3.85,127.45,07-Columbus East,columbus,Walk-In,490.6825
3012,671793,209702,11/14/2017,11/29/2017,11,14.85,3.85,83.5,10-West Chester,Cincinnati,Friend/Relative Referral,321.475
3013,672116,209772,11/22/2017,12/1/2017,11,14.85,3.85,54.16,12-Chicago,Chicago,,208.516
3014,673731,209772,12/4/2017,12/14/2017,11,14.58,3.58,1.5,12-Chicago,Chicago,,5.37
3015,670845,209772,11/13/2017,12/3/2017,10,12.8,2.8,18.53,12-Chicago,Chicago,,51.884
3016,671945,209772,11/13/2017,11/13/2017,10,12.8,2.8,3.08,12-Chicago,Chicago,,8.624
3017,672217,209869,11/28/2017,11/29/2017,11,14.85,3.85,30.83,12-Chicago,Chicago,Indeed,118.6955
3018,675862,209869,1/4/2018,1/5/2018,10,13.25,3.25,14.5,12-Chicago,Chicago,Indeed,47.125
3019,670589,209993,11/13/2017,11/29/2017,11,14.85,3.85,105.49,12-Chicago,Chicago,Walk-In,406.1365
3020,672111,210211,11/22/2017,11/29/2017,11,14.85,3.85,8,12-Chicago,Bolingbrook,Craigslist,30.8
3021,673981,210211,12/4/2017,12/22/2017,10,13.25,3.25,22.5,12-Chicago,Bolingbrook,Craigslist,73.125
3022,672085,210282,11/15/2017,12/19/2017,11,14.85,3.85,166.75,10-West Chester,cincinnati,Friend/Relative Referral,641.9875
3023,675920,210282,1/2/2018,1/22/2018,11,14.85,3.85,36.36,10-West Chester,cincinnati,Friend/Relative Referral,139.986
3024,672637,210336,11/20/2017,12/19/2017,11,14.85,3.85,176.75,10-West Chester,Cincinnati,Indeed,680.4875
3025,671761,210375,11/16/2017,12/8/2017,11,14.85,3.85,8,12-Chicago,crete,Craigslist,30.8
3026,671763,210377,11/16/2017,12/8/2017,11,14.85,3.85,8,12-Chicago,chicago,Craigslist,30.8
3027,671760,210378,11/16/2017,12/8/2017,11,14.85,3.85,8,12-Chicago,dolton,Craigslist,30.8
3028,672638,210600,11/20/2017,12/7/2017,11,14.85,3.85,104.5,10-West Chester,Cincinnati ,Friend/Relative Referral,402.325
3029,672235,210614,11/28/2017,12/8/2017,11,14.85,3.85,56.07,12-Chicago,Chicago,Friend/Relative Referral,215.8695
3030,672049,210614,11/19/2017,11/19/2017,11,14.52,3.52,39.88,12-Chicago,Chicago,Friend/Relative Referral,140.3776
3031,672675,220678,11/21/2017,12/1/2017,11,14.85,3.85,8.25,07-Columbus East,columbus,Friend/Relative Referral,31.7625
3032,672760,220693,11/27/2017,11/30/2017,11,14.85,3.85,6.75,10-West Chester,williamsburg,Other web site,25.9875
3033,674264,220693,12/13/2017,1/5/2018,10,13.6,3.6,1,10-West Chester,williamsburg,Other web site,3.6
3034,672627,220706,11/21/2017,11/24/2017,11,14.85,3.85,22,11-Florence,Cincinnati,Friend/Relative Referral,84.7
3035,672628,220739,11/21/2017,11/22/2017,11,14.85,3.85,14.5,11-Florence,cincinnati,Friend/Relative Referral,55.825
3036,672630,220792,11/22/2017,11/29/2017,11,14.85,3.85,29.5,11-Florence,cincinnati,Friend/Relative Referral,113.575
3037,672746,220842,11/27/2017,11/27/2017,11,14.85,3.85,6.75,10-West Chester,springdale,Zip Recruiter,25.9875
3038,672748,220857,11/27/2017,11/27/2017,11,14.85,3.85,4.25,10-West Chester,Cincinnati,Friend/Relative Referral,16.3625
3039,672750,220866,11/27/2017,12/7/2017,11,14.85,3.85,74.25,10-West Chester,Cincinnati,Walk-In,285.8625
3040,672219,220881,11/28/2017,12/1/2017,11,14.85,3.85,38.6,12-Chicago,South Holland,,148.61
3041,672212,220908,11/28/2017,,11,14.85,3.85,414.75,12-Chicago,South Holland,,1596.7875
3042,672214,220919,11/28/2017,12/1/2017,11,14.85,3.85,31.83,12-Chicago,Chicago,Friend/Relative Referral,122.5455
3043,675863,220919,1/4/2018,1/5/2018,10,13.25,3.25,14.5,12-Chicago,Chicago,Friend/Relative Referral,47.125
3044,672752,220921,11/27/2017,11/29/2017,11,14.85,3.85,21.5,10-West Chester,cincinnati,Craigslist,82.775
3045,672118,220985,11/22/2017,11/22/2017,11,14.85,3.85,69.25,12-Chicago,Bolingbrook,,266.6125
3046,672483,220985,11/22/2017,1/4/2018,11,14.85,3.85,98.07,12-Chicago,Bolingbrook,,377.5695
3047,673211,220995,12/7/2017,1/4/2018,11,14.85,3.85,121.17,12-Chicago,bolingbrook,Friend/Relative Referral,466.5045
3048,672455,220995,11/27/2017,12/4/2017,10,13.25,3.25,22.5,12-Chicago,bolingbrook,Friend/Relative Referral,73.125
3049,672767,221196,11/30/2017,12/4/2017,11,14.85,3.85,33.5,10-West Chester,cincinnati,Indeed,128.975
3050,673032,221199,11/29/2017,12/7/2017,11,14.85,3.85,57.25,10-West Chester,cincinnati,Indeed,220.4125
3051,672488,221207,11/29/2017,12/6/2017,11,14.85,3.85,14.58,12-Chicago,Bolingbrook ,,56.133
3052,672775,221493,12/4/2017,12/5/2017,11,14.85,3.85,13.5,11-Florence,Cincinnati,Friend/Relative Referral,51.975
3053,673620,221628,12/5/2017,12/5/2017,11,14.85,3.85,27,10-West Chester,Cincinnati ,Friend/Relative Referral,103.95
3054,674267,221628,12/11/2017,1/26/2018,11,14.85,3.85,137.2,10-West Chester,Cincinnati ,Friend/Relative Referral,528.22
3055,673178,221725,12/7/2017,12/20/2017,11,14.85,3.85,22.5,12-Chicago,Chicago,Walk-In,86.625
3056,674202,221938,12/11/2017,,11,14.85,3.85,443.83,12-Chicago,Burbank,Indeed,1708.7455
3057,678433,222021,2/12/2018,,11,14.85,3.85,7.5,12-Chicago,Chicago,Other web site,28.875
3058,674406,222081,12/11/2017,1/11/2018,11,14.85,3.85,112.21,12-Chicago,Worth,Zip Recruiter,432.0085
3059,673928,222173,12/13/2017,12/31/2017,11,14.85,3.85,3.95,08-Columbus West,columbus,Indeed,15.2075
3060,678460,222273,2/14/2018,,11,14.85,3.85,8,12-Chicago,Bolinbrook ,Newspaper Ad,30.8
3061,674143,222342,12/18/2017,12/18/2017,11,14.85,3.85,2.5,12-Chicago,Chicago,,9.625
3062,675079,222626,12/22/2017,12/31/2017,11,14.85,3.85,2,07-Columbus East,Columbus,Friend/Relative Referral,7.7
3063,675265,222777,12/28/2017,1/9/2018,11,14.85,3.85,66.75,07-Columbus East,columbus,Friend/Relative Referral,256.9875
3064,677066,222777,1/24/2018,,9,11.97,2.97,107.89,07-Columbus East,columbus,Friend/Relative Referral,320.4333
3065,676784,222873,1/18/2018,,11,14.85,3.85,126.92,12-Chicago,Bolingbrook,Walk-In,488.642
3066,676137,222873,1/3/2018,1/5/2018,10,13.25,3.25,20,12-Chicago,Bolingbrook,Walk-In,65
3067,675971,223138,1/3/2018,,11,14.85,3.85,290.75,12-Chicago,Bolingbrook,,1119.3875
3068,676416,223255,1/11/2018,2/11/2018,11,14.85,3.85,57.43,08-Columbus West,columbus,Walk-In,221.1055
3069,677331,223342,1/22/2018,,11,14.85,3.85,25.12,12-Chicago,Chicago,,96.712
3070,676656,223342,1/8/2018,1/18/2018,8.75,11.7,2.95,40,12-Chicago,Chicago,,118
3071,676419,223421,1/11/2018,1/21/2018,11,14.85,3.85,17.93,07-Columbus East,Blacklick,Walk-In,69.0305
3072,676768,223667,1/17/2018,,11,14.85,3.85,208.49,12-Chicago,bolingbrook ,Craigslist,802.6865
3073,676773,223767,1/17/2018,1/25/2018,11,14.85,3.85,7.83,12-Chicago,Aurora,Indeed,30.1455
3074,676782,223881,1/18/2018,1/31/2018,11,14.85,3.85,40,12-Chicago,phoenix,Indeed,154
3075,676783,223963,1/18/2018,1/24/2018,11,14.85,3.85,2.36,12-Chicago,Lemont,,9.086
3076,676764,223964,1/18/2018,1/24/2018,11,14.85,3.85,8,12-Chicago,Plainfield,Indeed,30.8
3077,677984,223964,2/5/2018,,11,14.85,3.85,80.75,12-Chicago,Plainfield,Indeed,310.8875
3078,676736,223965,1/19/2018,1/24/2018,11,14.85,3.85,8,12-Chicago,plainfield,Indeed,30.8
3079,677985,223965,2/5/2018,,11,14.85,3.85,80.75,12-Chicago,plainfield,Indeed,310.8875
3080,676785,223985,1/17/2018,1/24/2018,11,14.85,3.85,7.83,12-Chicago,Aurora,,30.1455
3081,677332,224131,1/22/2018,,11,14.85,3.85,32.69,12-Chicago,aurora,Craigslist,125.8565
3082,678463,224991,2/12/2018,,11,14.85,3.85,44,12-Chicago,romeoville,Indeed,169.4
3083,678462,225190,2/13/2018,,11,14.85,3.85,68,12-Chicago,Darien,Indeed,261.8
3084,678464,225244,2/15/2018,,11,14.85,3.85,29.15,12-Chicago,romevillie,Craigslist,112.2275
3085,678466,225295,2/16/2018,,11,14.85,3.85,17.5,12-Chicago,markham,Walk-In,67.375
3086,678467,225297,2/16/2018,,11,14.85,3.85,17.5,12-Chicago,posen,Walk-In,67.375
3087,670834,186890,11/7/2017,11/17/2017,10,14.8,4.8,9,05-Elyria,Wellington,,43.2
3088,678370,186890,2/12/2018,,10,14.5,4.5,28.75,05-Elyria,Wellington,,129.375
3089,666531,186890,10/3/2017,10/10/2017,9,12.06,3.06,35.5,05-Elyria,Wellington,,108.63
3090,670836,209833,11/9/2017,,10,14.8,4.8,606.25,05-Elyria,ELYRIA,Walk-In,2910
3091,677645,222424,2/2/2018,,10,14.8,4.8,100,05-Elyria,Grafton ,,480
3092,676350,222424,1/10/2018,1/29/2018,10,14.3,4.3,105.25,05-Elyria,Grafton ,,452.575
3093,675221,222424,12/19/2017,12/23/2017,10,13,3,24.25,05-Elyria,Grafton ,,72.75
3094,675273,222424,12/24/2017,12/24/2017,9,11.7,2.7,23,05-Elyria,Grafton ,,62.1
3095,675274,222424,12/24/2017,1/3/2018,9,11.7,2.7,17.25,05-Elyria,Grafton ,,46.575
3096,677643,224122,2/1/2018,2/1/2018,10,14.8,4.8,18,05-Elyria, vermilion,Friend/Relative Referral,86.4
3097,677863,224503,2/5/2018,,10,14.8,4.8,81,05-Elyria,Lorain,Walk-In,388.8
3098,675364,185271,1/1/2018,,11,14.74,3.74,311.5,12-Chicago,Chicago Heights ,,1165.01
3099,664729,185271,8/22/2017,12/31/2017,8.75,11.7,2.95,662,12-Chicago,Chicago Heights ,,1952.9
3100,675365,208048,1/1/2018,,11,14.74,3.74,297.5,12-Chicago,Sauk Village,,1112.65
3101,667954,208048,10/9/2017,12/8/2017,8.75,11.7,2.95,243.5,12-Chicago,Sauk Village,,718.325
3102,671828,208048,11/13/2017,12/31/2017,8.75,11.7,2.95,169,12-Chicago,Sauk Village,,498.55
3103,672324,208068,11/15/2017,11/15/2017,11,14.74,3.74,5.5,08-Columbus West,columbus,Craigslist,20.57
3104,668040,208068,10/20/2017,11/10/2017,9,11.88,2.88,109.59,08-Columbus West,columbus,Craigslist,315.6192
3105,676836,208270,1/19/2018,2/2/2018,11,14.74,3.74,37.33,08-Columbus West,Columbus,Friend/Relative Referral,139.6142
3106,670899,209426,11/10/2017,11/15/2017,11,14.74,3.74,22.25,07-Columbus East,Columbus,Friend/Relative Referral,83.215
3107,671706,210414,11/16/2017,,11,14.74,3.74,530.25,08-Columbus West,columbus,Walk-In,1983.135
3108,672831,221125,11/29/2017,12/13/2017,11,14.74,3.74,72,08-Columbus West,Columbus,Friend/Relative Referral,269.28
3109,674191,222220,12/15/2017,12/17/2017,11,14.74,3.74,10.25,07-Columbus East,Columbus,,38.335
3110,674190,222222,12/15/2017,12/17/2017,11,14.74,3.74,10,07-Columbus East,Columbus ,,37.4
3111,677989,224600,2/5/2018,,11,14.74,3.74,50.5,07-Columbus East,columbus,Indeed,188.87
3112,678444,225157,2/14/2018,,11,14.74,3.74,43,08-Columbus West,columbus,Friend/Relative Referral,160.82
3113,675446,207309,1/7/2018,1/21/2018,11.5,14.72,3.22,113.75,06-Akron,Akron,Newspaper Ad,366.275
3114,669474,207309,11/6/2017,1/6/2018,11.25,14.4,3.15,237.25,06-Akron,Akron,Newspaper Ad,747.3375
3115,667132,207309,10/5/2017,11/5/2017,10.25,13.12,2.87,146.5,06-Akron,Akron,Newspaper Ad,420.455
3116,677130,207309,1/25/2018,,9.5,12.83,3.33,121,06-Akron,Akron,Newspaper Ad,402.93
3117,664250,184866,8/17/2017,8/23/2017,10.5,14.7,4.2,32,03-Independence,Cleveland,Other web site,134.4
3118,666715,184866,10/3/2017,10/21/2017,9.5,12.54,3.04,126.33,03-Independence,Cleveland,Other web site,384.0432
3119,664019,184901,8/18/2017,12/4/2017,10.5,14.7,4.2,885,06-Akron,Akron,,3717
3120,664859,185316,9/1/2017,9/1/2017,10.5,14.7,4.2,3,06-Akron,akron,Zip Recruiter,12.6
3121,665903,186418,9/18/2017,10/3/2017,10.5,14.7,4.2,95.75,06-Akron,Akron,Indeed,402.15
3122,666311,186817,9/26/2017,,10.5,14.7,4.2,785.6,06-Akron,akron,Walk-In,3299.52
3123,673960,207665,12/14/2017,2/9/2018,10.5,14.7,4.2,247.75,03-Independence,garfield hts,,1040.55
3124,677260,207708,1/29/2018,,10.5,14.7,4.2,131.25,03-Independence,Cleveland,Friend/Relative Referral,551.25
3125,668416,208464,10/25/2017,11/3/2017,10.5,14.7,4.2,70.4,06-Akron,Akron,Craigslist,295.68
3126,668634,208649,10/26/2017,12/8/2017,10.5,14.7,4.2,240,03-Independence,Maple heights ,Indeed,1008
3127,670360,209684,11/8/2017,12/21/2017,10.5,14.7,4.2,241.25,06-Akron,Barberton,Indeed,1013.25
3128,675679,209684,1/1/2018,,10.25,13.53,3.28,296,06-Akron,Barberton,Indeed,970.88
3129,677261,221847,1/29/2018,,10.5,14.7,4.2,99.5,03-Independence,Garfield heights,Indeed,417.9
3130,678089,222430,2/7/2018,,10.5,14.7,4.2,94,06-Akron,Akron,Indeed,394.8
3131,675263,222573,12/28/2017,,10.5,14.7,4.2,326.2,06-Akron,Barberton,Craigslist,1370.04
3132,675883,223103,1/8/2018,1/8/2018,10.5,14.7,4.2,7,06-Akron,Akron ,Craigslist,29.4
3133,676484,223683,1/12/2018,,10.5,14.7,4.2,267.5,06-Akron,akron,Walk-In,1123.5
3134,677545,224657,2/1/2018,2/7/2018,10.5,14.7,4.2,36,06-Akron,Akron,Friend/Relative Referral,151.2
3135,678289,224978,2/12/2018,,10.5,14.7,4.2,72,06-Akron,akron,Friend/Relative Referral,302.4
3136,677317,186393,1/23/2018,1/23/2018,10,14.7,4.7,8,05-Elyria,lorain,Walk-In,37.6
3137,666230,186393,9/18/2017,11/16/2017,10.5,14.6,4.1,303,05-Elyria,lorain,Walk-In,1242.3
3138,677036,207719,1/16/2018,2/1/2018,10,14.7,4.7,95,05-Elyria,Elyria ,,446.5
3139,674941,207719,12/19/2017,12/26/2017,10,13,3,30,05-Elyria,Elyria ,,90
3140,677870,224655,2/5/2018,,10,14.7,4.7,67.25,05-Elyria,Wellington,Walk-In,316.075
3141,664808,185414,8/28/2017,11/17/2017,10.25,14.66,4.41,439,05-Elyria,Elyria,,1935.99
